year,context,target,task_a_label,task_b_label,task_b_stdev,id
2016,"Drittparteienprüfung (Compliance, Identität, Integrität). Mittels eines Hinweisgebersystems besteht zudem für Mitarbeiter und Externe die Möglichkeit, unter Wahrung größtmöglicher Vertraulichkeit Compliance-Verstöße und Verdachtsfälle an den Compliance Officer zu melden. Zudem nimmt der Compliance Officer eine beratende Funktion wahr.","Der Compliance Officer erstellt Quartalsberichte, die an den Chief Compliance Officer der Muttergesellschaft [NAME] weitergeleitet werden.",20,1.0,0.0,9r3
2016,"Bis 2020 sollen 100% der Lieferanten unseren Code of Conduct unterzeichnet haben. Als Mitglied des Bündnisses für Nachhaltige Textilienhaben wir uns darüber hinaus verpflichtet, bis Januar 2017 eine Roadmap für Verbesserungen entlang unserer Textil-Lieferkette vorzulegen. Seit der Gründung 1982 produziert [NAME] in Deutschland und wird dies auch in Zukunft tun.",[NAME] hat als mittelständischer Arbeitgeber mit ca. 190 Mitarbeitern/innen im mittelfränkischen Heilsbronn eine hohe Bedeutung.,4,0.1111111111111111,0.15713484026367722,10r3
2016,"Die wichtigsten Handlungsfelder stellen für uns als nicht produzierendes Unternehmen die Themen Facility Management, die Organisation von Dienstreisen sowie der Papierverbrauch dar. Bundesweit ist die [NAME] an über 400 Standorten tätig, wobei es sich zum größten Teil um angemietete Objekte handelt. In den vergangenen Jahren ist es unter anderem durch neue Raumkonzepte gelungen, die Flächeneffizienz vieler Standorte zu erhöhen.",So konnten die Abmietung von Großobjekten und hohe Energieeinsparungen erreicht werden.,11,0.8888888888888888,0.15713484026367724,11r3
2016,"Anhand einer entsprechenden Regelung erfolgt in wirtschaftlich erfolgreichen Jahren zudem eine Beteiligung am Unternehmensgewinn. Die Gehaltsordnung legt fest, dass Gewinnausschüttungen nach Festlegung notwendiger Rücklagen zu je 50 Prozent zwischen Gesellschaftern und Mitarbeitern aufgeteilt werden. Die Festsetzung der Gehälter erfolgt bei der [NAME] Unternehmensberatung vollkommen geschlechterunabhängig und ausschließlich tätigkeitsbezogen.",Auch darüber hinaus haben weibliche und männliche Mitarbeiter die gleichen Chancen und Rechte.,15,0.2222222222222222,0.15713484026367722,12r3
2016,Der Lohn setzt sich aus einem Festgehalt und einer Prämie zum Ende des Geschäftsjahres zusammen. Wir vermeiden Diskriminierung durch Achtsamkeit und Aufmerksamkeit im Team. Auf Grund des weit überdurchschnittlichen Bildungsniveaus unserer Belegschaft und einer Belegschaft sind wir an dieser Stelle gut aufgestellt.,"Diskriminierung wird von unseren Mitarbeiter/innen nicht toleriert, also findet sie auch nicht statt.",15,0.0,0.0,13r3
2016,"In wöchentlichen Jour Fixes mit allen Mitarbeitern werden die Arbeitsbedingungen betreffende und für das Tagesgeschäft relevante Entscheidungen im offenen Meinungsaustausch diskutiert und im Kreis beschlossen. Darüber hinaus trifft sich das Team periodisch in ungezwungene Atmosphäre, um im Kreis über persönliche Anliegen der Teammitglieder zu sprechen. Strategische Themen werden im Terra Board erörtert und von allen Mitarbeitern und freien Beratern gemeinsam auf den Terra Days entschieden.","Dabei findet in der Regel das Verfahren des systemischen Konsensierens Anwendung, welches den Widerstand jedes einzelnen Mitarbeiters deutlich stärker im Entscheidungsprozess berücksichtigt als eine Mehrheitsentscheidung.",14,0.5555555555555555,0.15713484026367722,14r3
2016,"Es wird angestrebt, den Anteil an PKW-Fahrten weiter zu reduzieren. Reisen: Büromaterial und -ausrüstung wird über lokale/regionale Lieferanten beschafft. Heizenergie- und Stromverbrauch liegen auf einem niedrigen Niveau und werden im Rahmen dieser Entsprechungserklärung berichtet.","Der Wasserverbrauch für die Büros (Küche, Sanitär) ist gering und wird auf ca. 5m/a geschätzt.",11,0.8888888888888888,0.15713484026367724,15r3
2016,"Wir betrachten darum nicht den formellen Lebenslauf, sondern trauen unseren Mitarbeitern auch bei kurvigen Lebensläufen die Aufgaben zu, für die wir sie einstellen. Auch was das Alter unserer Mitarbeiter angeht, gehen wir nach unserem persönlichen Eindruck und nicht nach einem Datum auf dem Papier. Wir ermöglichen in einem angemessenen Maße das Arbeiten von zu Hause aus, damit unsere Mitarbeiter alle Bedürfnisse und Verpflichtungen außerhalb der Arbeit bestmöglich regeln können.","Die täglichen Arbeitszeiten müssen verlässlich sein, können aber individuell abgesprochen werden.",15,0.4444444444444444,0.41573970964154905,16r3
2016,Aufgrund der Größe von [NAME] wurden die Einsparung von Ressourcen und Emissionen als nicht sehr wesentlich mit Blick auf das Gesamtvolumen bewertet. Dennoch möchten wir diesen Punkt im Sinne einer Vorbildfunktion in die Ziele aufnehmen. Die einzelnen Maßnahmen zu allen Zielen werden unten beschrieben.,"[NAME] wird ein quantitatives Mess-System einführen, um die Effektivität der umgesetzten Nachhaltigkeitsziele zu messen.",3,0.8888888888888888,0.15713484026367724,17r3
2016,"[NAME] orientiert sein Handeln an allgemeingültigen ethischen Werten und Prinzipien, insbesondere an Integrität, Rechtschaffenheit, Respekt vor der Menschenwürde, Offenheit und Nichtdiskriminierung von Religion, Weltanschauung, Geschlecht und Ethik. [NAME] lehnt Korruption und Bestechung im Sinne der entsprechenden UN-Konvention ab und fördert auf geeignete Weise Transparenz, integres Handeln und verantwortliche Führung und Kontrolle im Unternehmen. Verstöße gegen die vorgenannten Prinzipien führen zu einer sofortigen Beendigung der Geschäftsbeziehung und ggf. zu einer Anzeige bei den Strafverfolgungsbehörden.",Dies gilt insbesondere für Korruption.,20,0.7777777777777777,0.15713484026367724,18r3
2016,"Dort wurden beispielsweise nachhaltige Baumaterialien verwendet, u. a. Teppichfliesen aus ausrangierten Fischernetzen sowie Schallschutzpaneele, die teilweise aus recycelten PET-Flaschen bestehen. Zudem befindet sich hier der zentrale Serverraum für ganz Europa mit einer innovativen, besonders effizienten EDV-Kühlung. Zur umweltfreundlichen Kälteerzeugung stellen wir unsere Anlagen nach und nach auf CO2-Kühlung um.","Darüber hinaus kommen energiesparende Verdunstungskondensatoren statt konventionell luftgekühlter Kondensatoren sowie im Warenausgang eine Betriebszeiten abhängige, automatische Temperatursteuerung zum Einsatz.",13,1.0,0.0,19r3
2016,"Darüber hinaus fördert das Unternehmen mit Spenden und Sponsoring soziale Projekte, gemeinnützige Einrichtungen, soziale Zwecke, Sport- und Freizeitvereine und politische Parteien. [NAME] engagiert sich seit vielen Jahren im Bereich Sportsponsoring und für Kinder und Jugendliche und ist außerdem in mehreren regionalen Integrationsprojekten aktiv. In einem Projekt konnten nun beide Bereiche miteinander verbunden werden.",Gemeinsam mit der Stadt Hamburg unterstützt [NAME] das Integrationsprojekt für Geflüchtete des [NAME] auf St. Pauli als Hauptsponsor seit der ersten Stunde.,18,1.0,0.0,20r3
2016,"Das Unternehmen ist weiterhin bestrebt, die Klimaneutralität seiner Geschäftsbereiche Tagung, Gastronomie, Übernachtung und Wellness voranzutreiben. Aktuell bieten wir unseren Gästen die Möglichkeit, ihren Aufenthalt, ihre Tagungen & Events sowie die An- und Abreise an unserem Klimaterminal an der Rezeption klimaneutral zu stellen. Des Weiteren ist in naher Zukunft vorgesehen, Strom- und Wärmeenergie aus effizienteren Blockheizkraftwerken zu beziehen und vorhandene Technik durch energiesparende Alternativen zu ersetzen (siehe Kriterium 3).",Ein kompletter Umstieg auf regenerative Energien ist langfristig geplant.,13,0.8888888888888888,0.15713484026367724,22r3
2016,"Weitere Maßnahmen werden im Rahmen des in der Aufstellung befindlichen Monitoring- und Berichtswesens beschrieben, in ihrer Umsetzung dokumentiert und einmal jährlich für die Öffentlichkeit in Form eines Nachhaltigkeitsbericht in der jeweilig aktuellen Datenlage veröffentlicht. Die zentrale Zielsetzung ist dabei, den Anspruch von Wellness, Luxus und Lebensfreude in Einklang mit den Grundsätzen der nachhaltigen Entwicklung zu bringen. Das erfordert in vielen Bereichen echte Innovationen - sowohl im technischen als auch im sozi-kulturellen Bereich.",Im Unternehmen wird diese Herausforderung als Antrieb für kontinuierliches Streben nach Verbesserung gesehen.,12,0.0,0.0,23r3
2016,"Wie bereits erwähnt, werden die eingereichten Vorschläge je nach Inhalt und Betreff des Vorschlags in dem entsprechenden Team diskutiert. So wurde der Vorschlag zur Erneuerung der Beleuchtung in der Färberei im Energieteam besprochen. Die Zielvorgaben sind im Nachhaltigkeitsbericht festgeschrieben und werden in den Treffen des Nachhaltigkeitsteams kontrolliert.",Die Zwischenergebnisse bis zur Zielerreichung werden ebenfalls bei den Treffen diskutiert.,8,0.5555555555555555,0.41573970964154905,25r3
2016,"Wir denken und handeln nachhaltig: auf dem Markt und gegenüber unseren MitarbeiterInnen, der Umwelt und der Gesellschaft. Unser gesamtes Handeln richten wir so aus, dass es dem langfristigen Erhalt unserer Agentur ebenso dient wie dem Wohl der MitarbeiterInnen, Kunden und Partner. Unsere wirtschaftliche Nachhaltigkeit schafft dauerhaft tragfähige Grundlagen für Wachstum und Erfolg.","Wir achten auf die Umwelt, um unsere Natur für nachfolgende Generationen zu erhalten.",6,0.1111111111111111,0.15713484026367722,26r3
2016,"Die im Berichtszeitraum von [NAME] veröffentlichte Grundsatzerklärung zum Thema Menschenrechte untermauert dies (siehe auch DNK-Kriterium 17). Die Unternehmen von [NAME] und somit auch [NAME] verpflichten sich, sich an die Grundsätze der Allgemeinen Erklärung der Menschenrechte der Vereinten Nationen sowie an die elementaren Übereinkommen zu Kernarbeitsnormen der Internationalen Arbeitsorganisation zu halten. Die im Berichtszeitraum von [NAME] veröffentlichte Grundsatzerklärung zum Thema Menschenrechte untermauert dies (siehe auch DNK-Kriterium 17).","Bei [NAME] ist es zudem gelebte Praxis, dass sich jeder Mitarbeiter mit seinen Ideen frei einbringen kann unabhängig von Titel und Hierarchieebene.",14,0.1111111111111111,0.15713484026367722,27r3
2016,"Wir stellen uns der Herausforderung komplexer Lieferketten unter anderem durch Audits in Zuckerrohrmühlen und Hafenterminals. Die Zuckerproduktion ist ein energieintensiver Prozess. Das Ziel, die Energiemenge für die Produktion einer Tonne Zucker bis 2020 gegenüber 1990 um 45% auf 1.700 kWh je Tonne Zucker zu senken, wurde bereits 2013 erreicht.",Der Energieverbrauch pro Tonne soll nun um 10% gegenüber 2014 bzw. 50% gegenüber 1990 gesenkt werden.,3,1.0,0.0,28r3
2016,"Strategische Themen sind hierbei der Arbeits- und Gesundheitsschutz, die Vermeidung von Unfällen und Produktaustritten, der Klimaschutz sowie die Sicherheit und das Wohlergehen der Gemeinden und Bürgerschaften im Umfeld unserer Einrichtungen. Diese Themen stehen sowohl im Nachhaltigkeits- wie auch im Risikomanagementsystem im Blickpunkt. Mit Blick auf Versorgungs- und Betriebssicherheit sowie Energieeffizienz ist das Transportmedium Pipeline den Alternativen (Straße, Schiene, Fluss) unstrittig überlegen und somit auch aus volkswirtschaftlicher Sicht wünschenswert.",Der sichere Transport per Pipeline bringt auch hinsichtlich CO2-Emissionen eine deutliche Entlastung.,1,0.5555555555555555,0.41573970964154905,29r3
2016,"Dort wurden Vorschläge für eine standardisierte Nachhaltigkeitsberichterstattung erarbeitet. Ausgangsbasis dafür bildeten das Sustainability-Reporting Framework der [NAME], das Corporate Social Responsibiliy-Berichtskonzept des [NAME] sowie eine Auswertung veröffentlichter wohnungswirtschaftlicher Nachhaltigkeits- und Corporate Social Responsibility-Berichte. In dieser Zeit wurde ein Datenblatt mit allen erhebungsrelevanten Kennzahlen eingeführt, das Grundlage für die Erstellung des Nachhaltigkeitsberichts 2016 war und für die Fortschreibung sein wird.",Basis für das Datenblatt sind alle für [NAME] relevanten GRI-Kennzahlen (G4).,7,1.0,0.0,33r3
2016,Technische Büroausstattung: Es wird auf neueste technische Möglichkeiten zugunsten einer Beschränkung auf das Wesentliche und Funktionale verzichtet. Es werden langlebige Geräte bevorzugt. Diese werden so lange wie möglich genutzt.,Reparatur geht vor Neuanschaffung.,11,0.3333333333333333,0.2721655269759087,35r3
2016,"In diesem Regelwerk sind einheitliche Standards zur Effizienzsteigerung, Transparenz und Kontrolle für die städtischen Beteiligungsgesellschaften zusammengefasst. Somit verpflichtet sich die [NAME] auch über die gesetzlichen Auflagen hinaus zu freiwillig auferlegten Maßstäben für eine nachhaltige Unternehmensführung. Das nach [NAME] zertifizierte Risikomanagement der [NAME] ist essentieller Bestandteil der Unternehmensführung.",Als Instrument für den Umgang mit Chancen und Risiken dient es der nachhaltigen Sicherung des Unternehmenserfolges und als Grundlage für die mittel- bis langfristige Planung.,1,0.2222222222222222,0.31426968052735443,36r3
2016,"Die genutzten Ressourcen beschränken sich auf die Bürogebäude, das Büromaterial und geschäftliche Reisen. 2016 hat die [NAME] den Energieaudit nach DIN EN 16247-1 erfolgreich bestanden. Die sich daraus ergebenden Einsparpotenziale wurden separat betrachtet.",Des Weiteren wird auf einen umweltschonenden und effizienten Verbrauch von Büromaterialien Wert gelegt.,11,0.0,0.0,37r3
2016,Diese definiert und veröffentlicht die strategischen Ziele. Die Verantwortung zu der Einhaltung der Ziele liegt in den Fachbereichen. Eine kontinuierliche Kontrolle erfolgt durch die Geschäftsführung anhand des Managementansatzes: Plan – Do – Check – Act.,Zusätzlich ist ein Verantwortlicher für die Nachhaltigkeit auf operativer Ebene definiert.,5,1.0,0.0,38r3
2016,Die Definition von exakten Entscheidungsprozessen und Vorgehensweisen von Geschäftsleitung und Abteilungsverantwortlichen im Falle anfänglicher Hinweise auf ein mögliches Fehlverhalten. Die regelmäßige Überprüfung der Einhaltung gesetzlicher Regeln und Richtlinien durch die eigene Fachabteilung Recht und Verträge. Die Einrichtung eines internen Risikomanagements unter Mitarbeit der Legal-Abteilung und des CFO.,"Bei [NAME] wird nach dem Wertekompass gehandelt, welcher sich aus Vertrauen, Verantwortung, Wertschätzung und Dynamik zusammensetzt.",20,0.0,0.0,39r3
2016,"Der [NAME] ist durchaus bewusst, dass kein Emittent dem Ideal aller ethischen Anforderungen gerecht wird. Die Schwarz-Weiß-Bewertung ethisch vertretbar ja/nein kann die vielen Graustufen im Bereich der Nachhaltigkeit nur annäherungsweise abdecken. Der Schweregrad von einzelnen sozialen oder ökologischen Problemen der Unternehmen kann je nach Betrachtungsweise sehr unterschiedlich eingestuft werden.","Um dieser Herausforderung eines ethisch-nachhaltigen Investors gerecht zu werden, hat die [NAME] 2013 einen Ethik-Anlagerat eingerichtet, der darüber entscheidet, welche Titel in das Anlageuniversum der [NAME] aufgenommen werden und welche nicht.",4,1.0,0.0,40r3
2016,"Mit allen Interessengruppen wird, sofern möglich, unterjährig ein konstruktiver Dialog geführt. Das erfolgt in Form von Zusammenkünften und Kaminabenden, formelle und informelle Gespräche im Rahmen von Projekten oder im Erfahrungsaustausch und bei Weiterbildungen. Zudem erfolgt im Rahmen des jährlichen Strategie-Meetings eine an die Interessengruppen ausgerichtete Betrachtung.","Aus den Ergebnissen werden Chancen und Risiken abgleitet, die folgend und bei Bedarf mit Maßnahmen unterlegt werden.",9,0.5555555555555555,0.31426968052735443,41r3
2016,Die Prüfung der Energieeffizienz und die Ermittlung des Einsparpotentials erfolgt kontinuierlich hausintern und alle 4 Jahre über die Durchführung eines Energieaudits durch externe unabhängige Auditoren. Aus den Ergebnissen des Audits wird ein Konzept für den nächsten Betrachtungszeitraum (4 Jahre) erarbeitet und Maßnahmen festgelegt. Die Auswirkungen werden mittels eines Energiecontrollings überprüft.,Im Jahr 2015 fand das erste Energieaudit statt.,11,1.0,0.0,42r3
2016,"Der Großteil der Ressourcen wird durch Geschäftsreisen und der Nutzung des Büros verbraucht. Wer an den genauen eingesetzten Materialien und den Verbrauchswerten interessiert ist, findet die Details zum Energie- und Wasserverbrauch sowie zur Abfallmenge ausführlich in den Leistungsindikatoren zu den Kriterien 11 bis 12 beschrieben. Vorab nur so viel: es wird zu 100% Ökostrom verwendet und die Inhaberin von [NAME] ist seit Jahren bestrebt, die Inanspruchnahme natürlicher Ressourcen klein zu halten.","So wird beispielsweise regelmäßig nachgehalten, wie die Zählerstände von Strom, Heizung und Wasser sich verändert haben, um bei Abweichungen schnell reagieren zu können.",11,0.6666666666666666,0.0,43r3
2016,"Das sind beispielsweise die UN-Kinderrechtskonvention oder ILO-Kernarbeitsnormen. [NAME] setzt sich auf politischer Ebene dafür ein, dass die Kinderrechte umgesetzt werden. Wir betreiben Lobbyarbeit auf Grundlage der UN-Kinderrechtskonvention und den zentralen Prinzipien zur Beachtung des Kindeswohls, der Nicht-Diskriminierung und Teilhabe von Kindern an allen sie betreffenden Entscheidungen.",Dabei handeln wir im Spannungsfeld zwischen kritischer Wirklichkeitsbeobachtung und konstruktiver Politikveränderung.,19,0.0,0.0,44r3
2016,"Weiter wurden fachliche Inhalte in die Verbandsarbeit als Beratungsleistung eingebracht. Initiierung einer Bildungsoffensive für ""Sustainable Eventmanagement"" zusammen mit dem größten Fachverband der Live-Kommunikation. Es wurden im Rahmen von Beratungsleistungen, Vorträgen sowie Aus- und Weiterbildungen zu Nachhaltigkeitsthemen pro bono Leistungen in 2016 erbracht.",Im Einzelnen sind dies: Vorträge und Präsentationen zu nachhaltigen Themen an staatlichen Schulen und Hochschulen sowie Fachmessen und -foren.,18,0.8888888888888888,0.15713484026367724,45r3
2016,Der Inhaber des [NAME] hat im Jahr 2016 nahezu in Vollzeit für das [NAME] als geschäftsführendes Vorstandsmitglied und Geschäftsführer der [NAME] gearbeitet. Die Tätigkeiten wurde ehrenamtlich ausgeführt. Näheres zur Tätigkeit des [NAME] siehe hier.,Daneben engagierte sich [NAME] zunächst noch im [NAME] und ab Dezember 2016 im [NAME].,18,0.7777777777777777,0.15713484026367724,47r3
2016,"Neben dem finanzwirtschaftlichen Gleichgewicht ist das Unternehmenswachstum bzw. auch der Erhalt der Unternehmenswerte von zentraler Bedeutung, um die nachhaltigen Ziele des Unternehmens erreichen zu können. Dies wird gefördert durch kontinuierlich gute Unternehmensergebnisse, eine ständige Optimierung der finanziellen Rahmenbedingungen sowie durch den Einsatz von innovativen Finanzinstrumenten. Dieses quantitative Ziel wird regelmäßig durch entsprechende Kennzahlenberichte kontrolliert und auf Optimierungsbedarf hin überprüft.",Die Erhöhung der Attraktivität der Bestandswohnungen sowie die Erstellung von modernen Neubauwohnungen ist ein qualitatives nachhaltiges Ziel.,3,0.3333333333333333,0.2721655269759087,48r3
2016,"Wir sind auf Flexibilität und informelle Prozesse angewiesen, um auf ständige Veränderungen des Marktes eingehen zu können. Nachhaltigkeit ist fester Bestandteil unseres Unternehmensleitbilds und für das Kernteam ebenso wie für die erweiterte Mannschaft (Kooperationspartner) eine Selbstverständlichkeit. Die Geschäftsführung als Kernteam sowie die assoziierten Partner haben eine hohe Sensibilisierung durch ihren täglichen Kontakt mit Nachhaltigkeitsthemen.","Viele unserer Kunden kommen auf uns zu, um gemeinsam mit uns eine Nachhaltigkeitsstrategie inkl. Regeln und Prozesse zur Implementierung zu entwickeln.",6,0.3333333333333333,0.2721655269759087,49r3
2016,"Bereits die 2002 verabschiedete nationale Nachhaltigkeitsstrategie benennt als eine der vier Leitlinien ausdrücklich die internationale Verantwortung. In vielen Facetten fand das Thema Nachhaltigkeit früh Eingang in Konzepte des für uns zuständigen Bundesministeriums für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ) und wurde damit zur Richtschnur unserer Förder- und Qualifizierungsprogramme sowie unserer Aktivitäten zur Vernetzung. Für uns wichtige Aspekte sind unter anderem die Stärkung und Förderung der Zivilgesellschaft in Deutschland und darüber die Zivilgesellschaft in Entwicklungsländern, die Unterstützung und Verbreitung von Globalem Lernen in Deutschland sowie die Stärkung von Vereinen und Kommunen als Orte für Engagement.","Deshalb war es nur konsequent, dass wir im April 2013 dem [NAME], den die Vereinten Nationen im Jahr 2000 angeregt haben, beigetreten sind.",1,1.0,0.0,50r3
2016,Jede Form von Bestechung und Bestechlichkeit ist in der [NAME] verboten. Dies ist im Verhaltenskodex der [NAME] verbindlich dokumentiert und weiter ausgeführt. Er wird von spezifischen Arbeitsanweisungen ergänzt.,"Die Geschenke-Richtlinie der [NAME] stellt sicher, dass geschäftliche Entscheidungen objektiv, transparent und auf Basis nachvollziehbarer Sachargumente getroffen werden.",20,0.5555555555555555,0.41573970964154905,51r3
2016,"In diesem CR-Kernteam werden interne Themen wie beispielsweise Familie und Beruf, Wissenstransfer über Vorträge oder Verbesserung der Gesundheit, aber auch externe Themen wie Patenschaften, Spendenaktionen o.Ä. besprochen und organisiert. Aus diesem Kernteam gibt es auch Impulse für die Nachhaltigkeitswirkung verschiedener Prozesse innerhalb sowie außerhalb der [NAME]. Die Nachhaltigkeit unserer Produkte und Dienstleistungen wird durch eine vertrauensvolle und transparente Kommunikation mit dem Kunden verfolgt.","Beispielsweise erhalten Kunden Alarmmeldungen, sollte die Leistung seiner Anlagen höher als geplant sein.",10,1.0,0.0,52r3
2016,"So können wir unsere Fortschritte von Jahr zu Jahr dokumentieren und zielgerichtet steuern. Bestehende Managementsysteme, Prozesse und Strukturen, auf die wir innerhalb dieses Steuerungsprozesses zurückgreifen, sind beispielsweise unsere Zertifizierung als Entsorgungsfachbetrieb, unser Qualitätsmanagementsystem (ISO 9001), unser Managementsystem für Risiko und Compliance, welches auch nicht-finanzielle Risiken berücksichtigt, unser Servicetelefon mit IT-gestütztem Beschwerdemanagement, oder das regelmäßige Audit ""[NAME]."" Darüber hinaus haben wir einen kontinuierlichen Verbesserungsprozess und ein betriebliches Vorschlagswesen implementiert und verschiedene Dienstvereinbarungen und Arbeitsanweisungen etabliert.","Im Umweltbereich sind wir gerade dabei, unsere Flotte sowie unsere Gebäude systematisch energieeffizienter und schadstoffärmer umzurüsten.",6,0.7777777777777777,0.15713484026367724,53r3
