162000	O
JC	O
.	O
Brach	B-PER
hat	O
nun	O
leine	O
Wirtschaft	O
für	O
172000	O
JC	O
verkauft	O
,	O
also	O
nur	O
10	O
000	O
JC	O
mehr	O
erzielt	O
.	O
Da	O
er	O
in	O
äußerst	O
günstigen	O
Verhältnissen	O
lebt	O
,	O
so	O
ist	O
dieser	O
Verkabf	O
der	O
größten	O
zu	O
Gollantsch	B-LOC
gelegenen	O
Wirtschaft	O
an	O
einen	O
Polen	O
aufs	O
schärfste	O
zu	O
verurteilen	O
.	O
(	O
Bromb	B-ORG
.	I-ORG
Tagebl	I-ORG
.	O
)	O
*	O
Wie	O
der	O
Gesellige	O
zu	O
berichten	O
weiß	O
,	O
hat	O
Rittergutsbesitzer	O
Rittmeister	O
a	O
.	O
D	O
.	O
Holtz	B-PER
sein	O
1500	O
Morgen	O
großes	O
Rittergut	O
Lenartowo	B-LOC
Im	O
Kreise	O
Strelno	B-LOC
an	O
den	O
Polen	O
v	O
.	O
Jazdzew	B-PER
ski	I-PER
sür	O
510	O
000	O
JC	O
verkauft	O
.	O
*	O
Das	O
800	O
Morgen	O
große	O
Besitztum	O
Obitzkau	B-PER
,	O
Im	O
Kreise	O
Briesen	B-LOC
i	I-LOC
.	I-LOC
Westpr	I-LOC
.	O
,	O
vornehmlich	O
Weizen	O
«	O
und	O
Zuckerrübenboden	O
,	O
ist	O
,	O
wie	O
dem	O
Dziennik	B-ORG
berichtet	O
wird	O
,	O
von	O
dem	O
Deutschen	O
Thiel	B-PER
an	O
den	O
Polen	O
Wladi	B-PER
slaus	I-PER
Szutkow	I-PER
ski	I-PER
in	O
Posen	B-LOC
Verkauft	O
worden	O
.	O
*	O
Rittergutsbesitzer	O
Simpson	B-PER
aus	O
Körnen	B-LOC
(	O
Kr	O
.	O
Kreuzburg	B-LOC
)	O
hat	O
sein	O
1050	O
Morgen	O
große	O
»	O
Rittergut	O
an	O
den	O
Landwirt	O
Erich	B-PER
H	I-PER
a	I-PER
«	I-PER
milton	I-PER
aus	O
Königsberg	B-LOC
für	O
275000	O
JC	O
verkauft	O
.	O
*	O
Rentier	O
Frank	B-PER
aus	O
Rückenau	B-LOC
kaufte	O
die	O
Besitzung	O
der	O
Witwe	O
Dück	B-PER
in	O
Jankendorf	B-LOC
,	O
Kreis	O
Kolmar	B-LOC
,	O
für	O
101500	O
JC	O
.	O
*	O
Da	O
»	O
zirka	O
1400	O
Morgen	O
große	O
Gut	O
Starsberg	B-LOC
bei	O
Labes	B-LOC
»	I-LOC
i	I-LOC
.	I-LOC
Pomm	I-LOC
.	I-LOC
verkaufte	O
der	O
bisherige	O
Besitzer	O
Wenzel	B-PER
an	O
die	O
Firma	O
L	B-ORG
ö	I-ORG
p	I-ORG
e	I-ORG
r	I-ORG
in	O
Greifenberg	B-LOC
sür	O
155	O
000	O
JC	O
.	O
4	O
•	O
Das	O
520	O
Mdraen	O
große	O
Besitztum	O
deS	O
Gutsbesitzers	O
Wünsche	B-PER
in	O
Lanken	B-LOC
-	O
(	O
Kreis	O
Bomst	B-LOC
)	O
ist	O
sür	O
160000	O
JC	O
von	O
dem	O
dortigen	O
tzer	O
Pohland	B-PER
erworben	O
worden	O
.	O
0er	O
Gutsbesitzer	O
Hermann	B-PER
Karsten	I-PER
aus	O
Einlage	O
(	O
Kreis	O
hat	O
jetzt	O
sein	O
7	O
$	O
kulm	O
.	O
Hufen	O
große	O
»	O
Gut	O
sür	O
200	O
000	O
JC	O
an	O
den	O
?	O
Domänenverwalter	O
Wucharer	B-PER
«	O
Neukirch	B-LOC
(	I-LOC
Niederung	I-LOC
)	I-LOC
verkauft	O
.	O
*	O
Da	O
»	O
za	O
.	O
200	O
Hektar	O
große	O
Gut	O
Alexwangen	B-LOC
bei	O
Fisch	B-LOC
«	I-LOC
hausen	I-LOC
ist	O
für	O
den	O
Preis	O
von	O
280	O
000	O
JC	O
In	O
den	O
Besitz	O
des	O
Landwirt	O
»	O
Paul	B-PER
Mufell	I-PER
au	O
»	O
Königsberg	B-LOC
!	O
übergegangen	O
.	O
Der	O
frühere	O
Besitzer	O
Mensch	O
hat	O
e	O
»	O
im	O
Jahre	O
1906	O
für	O
255	O
000	O
JC	O
erworben	O
.	O
*	O
Die	O
Senstlebensche	O
Besitzung	O
In	O
S	B-LOC
ch	I-LOC
r	I-LOC
o	I-LOC
tz	I-LOC
kaufte	O
Frau	O
-	O
D	B-PER
o	I-PER
b	I-PER
b	I-PER
e	I-PER
r	I-PER
st	I-PER
e	I-PER
i	I-PER
n	I-PER
«	O
Dt	O
.	O
-	O
Krone	O
sür	O
110	O
000	O
JC	O
.	O
'	O
Hofbesitzer	O
Heinrich	B-PER
Enß	I-PER
«	I-PER
Platenhof	I-PER
hat	O
da	O
»	O
47	O
kulmische	O
Morgen	O
große	O
Grundstück	O
de	O
»	O
Hofbesitzer	O
»	O
Abraham	B-PER
Klaffen	I-PER
zu	O
Brö	B-LOC
Ske	I-LOC
bei	O
Ladekopp	B-LOC
mit	O
vollem	O
In	O
erworben	O
.	O
Inventar	O
für	O
73	O
OÖÖ	O
JC	O
(	O
stimmberechtigten	O
)	O
unter	O
den	O
im	O
setzungen	O
:	O
1	O
.	O
die	O
und	O
‘	O
*	O
Aus	O
Grund	O
d	O
«	O
S	O
8	O
2	O
der	O
Allerhöchsten	O
Verordnung	O
,	O
betreffend	O
die	O
Errichtung	O
von	O
Lindwirtschaftskammern	O
vom	O
3	O
.	O
August	O
1895	O
(	O
Gesetzsammlung	O
S	O
.	O
363	O
)	O
hat	O
der	O
Minister	O
sür	O
Landwirtschaft	O
,	O
Domänen	O
und	O
Forsten	O
die	O
von	O
der	O
Landwirtschaftskammer	B-ORG
für	O
die	O
Provinz	O
Brandenburg	B-LOC
in	O
Berlin	B-LOC
am	O
30	O
.	O
Januar	O
d	O
.	O
I	O
.	O
beschlossene	O
Aenderung	O
ihrer	O
Satzungen	O
unter	O
dem	O
2	O
.	O
d	O
.	O
M	O
.	O
genehmigt	O
.	O
Danach	O
erhält	O
der	O
8	O
3	O
der	O
Satzungen	O
,	O
der	O
bisher	O
folgenden	O
Wortlaut	O
hatte	O
:	O
.	O
Wählbar	O
zu	O
ordentlichen	O
Mitgliedern	O
der	O
Landwirtschaftskammer	O
stnd	O
8	O
5	O
de	O
»	O
Gesetzes	O
bezeichneien	O
Voran	O
»	O
.	O
Eigentümer	O
,	O
Nutznießer	O
und	O
Pächter	O
land	O
-	O
.	O
.	O
genutzter	O
Grundstücke	O
,	O
deren	O
Grundbesitz	O
oder	O
Pachtung	O
im	O
Bezirke	O
der	O
Landwirtschafts	B-ORG
kammer	I-ORG
zu	O
eine	O
«	O
Grundsteuer	O
«	O
retnertrag	O
von	O
35	O
Talern	O
oder	O
mehr	O
,	O
oder	O
für	O
den	O
Fall	O
rein	O
forst	O
wirtschaftlicher	O
Benutzung	O
zu	O
einem	O
jährlichen	O
Grundsteuer	O
-	O
(	O
einettrag	O
von	O
mindesten	O
»	O
50	O
Talern	O
veranlagt	O
ist	O
,	O
sowie	O
deren	O
gesetzliche	O
Vertreter	O
und	O
Bevollmächtigte	O
,	O
2	O
.	O
die	O
im	O
8	O
6	O
Ziffer	O
2	O
bezeichneten	O
Personen	O
'	O
,	O
—	O
in	O
Zukunft	O
folgende	O
Fassung	O
:	O
,	O
8	O
3	O
.	O
Wählbar	O
zu	O
ordentlichen	O
(	O
stimmberechtigten	O
)	O
Mitgliedern	O
der	O
Landwirtschafts	B-ORG
kammer	I-ORG
sind	O
unter	O
den	O
im	O
8	O
5	O
de	O
»	O
Gesetze	O
»	O
bezeichneten	O
Voraussetzungen	O
:	O
1	O
.	O
die	O
Eigentümer	O
,	O
Nutznießer	O
und	O
Pächter	O
land	O
«	O
und	O
forstwirtschaftlich	O
genutzter	O
Grund	O
stücke	O
,	O
deren	O
Grundbesitz	O
oder	O
Pachtung	O
im	O
Bezirke	O
der	O
Landwirtschafts	B-ORG
kammer	I-ORG
zu	O
einem	O
Grundsteuerreinertrag	O
von	O
50	O
JC	O
oder	O
mehr	O
,	O
oder	O
für	O
den	O
Fall	O
rein	O
forstwirtschaftlicher	O
Benutzung	O
zu	O
einem	O
jährlichen	O
Grundsteuerretnertrag	O
von	O
mindesten	O
»	O
150	O
M	O
veranlagt	O
ist	O
,	O
sowie	O
deren	O
gesetzliche	O
Vertreter	O
und	O
Bevollmächtigte	O
,	O
2	O
.	O
die	O
im	O
8	O
6	O
Ziffer	O
2	O
de	O
»	O
Gesetze	O
»	O
bezeichneten	O
Personen	O
.	O
'	O
(	O
Z	O
.	O
L	O
.	O
)	O
t	O
*	O
In	O
der	O
Anfang	O
Juli	O
zu	O
'	O
Wetzlar	B-LOC
abgehaltenen	O
General	O
»	O
Versammlung	O
der	O
Herdbuch	O
-	O
Gesellschaften	O
für	O
da	O
»	O
Vogels	O
«	O
berger	O
Rind	O
erklärte	O
der	O
Vorsitzende	O
de	O
»	O
Verbandes	O
,	O
Laudrat	O
von	B-PER
Heimburg	I-PER
,	O
daß	O
man	O
nach	O
den	O
letzten	O
Jahren	O
mit	O
Genugtuung	O
auf	O
da	O
»	O
,	O
was	O
in	O
der	O
Durch	O
,	O
üchtuna	O
de	O
»	O
roten	O
Höhenschlages	O
im	O
Zucht	O
«	O
gebiet	O
erreicht	O
wurde	O
,	O
zurückblicken	O
könne	O
,	O
und	O
daß	O
der	O
V	O
o	O
g	O
e	O
l	O
S	O
«	O
berger	O
Viehschlag	O
sich	O
heute	O
ebenbürtig	O
allen	O
deutschen	O
Höhen	O
«	O
'	O
en	O
zur	O
Seite	O
stellen	O
könne	O
,	O
ja	O
den	O
meisten	O
In	O
Frage	O
kommenden	O
überlegen	O
sei	O
.	O
Das	O
Verständnis	O
affen	O
überlegen	O
sei	O
.	O
Das	O
Verständnis	O
dafür	O
,	O
daß	O
in	O
gewiffen	O
Gegenden	O
und	O
unter	O
gewiffen	O
Verhältniffen	O
das	O
Vogelöberger	O
Tier	O
die	O
größte	O
Nutzleistung	O
bietet	O
,	O
habe	O
sich	O
immer	O
mehr	O
aukgebreitet	O
,	O
auch	O
sei	O
durch	O
den	O
Zusammenschluß	O
der	O
t	O
erdbuch	O
-	O
Gesellschaften	O
im	O
Verband	O
eine	O
einheitliche	O
Zuchtrichtung	O
mit	O
rfolg	O
durchgeführt	O
.	O
Es	O
muffe	O
nun	O
angestrebt	O
werden	O
,	O
das	O
Zuchtgebiet	O
zu	O
erweitern	O
.	O
Es	O
fei	O
freudig	O
zu	O
begrüßen	O
,	O
daß	O
mau	O
in	O
neuerer	O
Zeit	O
mit	O
dem	O
Vogelsberger	O
Rind	O
in	O
Deutsch	B-LOC
-	I-LOC
Südwestafrika	I-LOC
Zuchtversuche	O
unternehmen	O
will	O
und	O
da	O
»	O
Material	O
dazu	O
au	O
»	O
dem	O
Zuchtgebiet	O
be	O
zogen	O
hat	O
,	O
aber	O
der	O
Verband	O
müffe	O
sich	O
rührig	O
zeigen	O
,	O
mehr	O
als	O
bisher	O
da	O
»	O
vorhandene	O
gute	O
Material	O
der	O
breiten	O
Oeffentlichkeit	O
bet	O
jeder	O
Gelegenheit	O
.	O
vorzuführen	O
.	O
Dazu	O
feien	O
die	O
Ausstellungen	O
der	O
Deutschen	B-ORG
Landwirtschafts	I-ORG
-	I-ORG
Gesellschaft	I-ORG
da	O
,	O
'	O
an	O
denen	O
nicht	O
wie	O
bisher	O
die	O
einzelne	O
Herdbuch	O
Aesellschaft	O
,	O
sondern	O
der	O
Verband	O
als	O
solcher	O
sich	O
beteiligen	O
sollte	O
.	O
Man	O
müffe	O
im	O
Lande	O
herumreisen	O
und	O
au	O
»	O
dem	O
ganzen	O
Zucht	O
«	O
g	O
ebiet	O
von	O
den	O
besten	O
vorbandenen	O
Tieren	O
die	O
besten	O
aussuchen	O
und	O
lese	O
1909	O
nach	O
Leipzig	B-LOC
,	O
1910	O
nach	O
Hamburg	B-LOC
und	O
1911	O
nach	O
Frank	B-LOC
furt	I-LOC
a	I-LOC
.	I-LOC
M	I-LOC
.	I-LOC
auf	O
die	O
großen	O
Ausstellungen	O
schicken	O
.	O
Die	O
Versammlung	O
beauftragte	O
,	O
wie	O
der	O
Köln	B-ORG
.	I-ORG
Ztg	I-ORG
.	I-ORG
zu	O
entnehmen	O
,	O
den	O
Verbandsvorstand	O
,	O
in	O
diesem	O
Sinne	O
einen	O
Plan	O
auszuarbeiten	O
,	O
der	O
aber	O
,	O
unbeschadet	O
de	O
»	O
Hauptzweck	O
»	O
,	O
auch	O
den	O
einzelnen	O
Herdbuchgesellschaften	O
und	O
den	O
Einzel	O
»	O
,	O
üchtern	O
e	O
»	O
möglichst	O
erleichtert	O
,	O
neben	O
dem	O
Verband	O
au	O
Szustellen	O
.	O
Im	O
Jahre	O
1910	O
ist	O
In	O
Gießen	B-LOC
eine	O
Verband	O
Sau	O
Sstellung	O
de	O
»	O
Vogelsberger	O
Rinde	O
»	O
in	O
Aussicht	O
genommen	O
.	O
^	O
esvrengen	O
der	O
Ob	O
'	O
stbäume	O
.	O
Die	O
berühmte	O
Obst	O
-	O
Aoburn	O
h	O
'	O
‘	O
~	O
r	O
'	O
-	O
—	O
-	O
farm	O
in	O
Woburn	B-LOC
gegen	O
Parasiten	O
hat	O
auch	O
da	O
»	O
Besprengen	O
der	O
Obstbäume	O
zum	O
Schutz	O
in	O
den	O
Kreis	O
ihrer	O
Studien	O
einbezogen	O
,	O
und	O
ihr	O
lter	O
,	O
M	B-PER
.	I-PER
Pickering	I-PER
,	O
hat	O
feine	O
Untersuchung	O
nunmehr	O
zum	O
Abschluß	O
gebracht	O
und	O
die	O
Resultate	O
auf	O
eine	O
wiffenschastliche	O
Grundlage	O
gestellt	O
.	O
Die	O
ln	O
Woburn	B-LOC
speziell	O
verwendete	O
Flüssigkeit	O
war	O
eine	O
Parasfinemulsion	O
mit	O
Aetznatron	O
.	O
Pickering	B-PER
hat	O
die	O
»	O
Mittel	O
verbeffrrt	O
,	O
indem	O
er	O
basische	O
»	O
Kupfersulfat	O
mit	O
Oel	O
und	O
Wasser	O
emulgierte	O
und	O
dann	O
Natronlauge	O
hinzufügte	O
,	O
wa	O
»	O
ohne	O
Beeinträchtigung	O
der	O
Einzelwirkung	O
aller	O
Bestandteile	O
geschehen	O
!	O
kann	O
.	O
Damit	O
enthält	O
diese	O
.	O
Wohurn	O
-	O
Mtschuna	O
'	O
sämtliche	O
Körper	O
,	O
die	O
owohl	O
im	O
Frühling	O
als	O
im	O
Winter	O
zur	O
Wirkung	O
gebracht	O
werden	O
ollen	O
,	O
und	O
eine	O
einmalige	O
Bespritzung	O
erzielt	O
dasselbe	O
,	O
wa	O
»	O
bisher	O
in	O
»	O
et	O
Operationen	O
erreicht	O
wurde	O
.	O
Auch	O
die	O
Insekten	O
-	O
und	O
pilztötende	O
"	O
^	O
bend	O
"	O
"	O
0studlnt	O
^	O
^	O
'	O
"	O
"	O
'	O
"	O
"	O
^	O
"	O
"	O
"	O
Eksh	O
Äunß	O
Smtttel	O
^	O
ist	O
.	O
von	O
Pickering	B-PER
ein	O
worden	O
.	O
im	O
letzten	O
Bericht	O
der	O
Versuchlfarm	O
beschrieben	O
.	O
*	O
D	O
t	O
e	O
M	O
a	O
i	O
k	O
i	O
f	O
e	O
r	O
p	O
l	O
a	O
g	O
e	O
im	O
Domänenwalddistrikt	O
Kammer	B-LOC
«	I-LOC
forst	I-LOC
,	O
Forstamt	B-LOC
Graben	I-LOC
,	O
ist	O
von	O
Forstmeister	O
Wallt	B-PER
In	O
Bruchsal	B-LOC
in	O
diesem	O
Jahre	O
neuerdings	O
zum	O
Gegenstand	O
eine	O
»	O
eingehenden	O
Studium	O
»	O
«	O
«	O
nacht	O
worden	O
.	O
Auf	O
Grund	O
seiner	O
Angaben	O
faßt	O
Profeffor	O
Escherich	B-PER
a	O
der	O
Natu	B-ORG
r	I-ORG
wissenschaftlichen	I-ORG
Zeitschrift	I-ORG
für	I-ORG
Forst	I-ORG
,	I-ORG
und	I-ORG
Landwirtschaft	I-ORG
die	O
Besonderheiten	O
der	O
Maikäferschidigung	O
in	O
dem	O
Forstgebiete	O
zu	O
«	O
kommen	O
.	O
Zn	O
Kurze	O
besteht	O
sie	O
darin	O
,	O
daß	O
Maikäfer	O
bezw	O
.	O
Engerlinge	O
it	O
allein	O
al	O
»	O
Kultur	O
«	O
,	O
sondern	O
al	O
»	O
Bestand	O
Sverderdek	O
^	O
auftreten	O
.	O
und	O
!	O
der	O
Maikäfer	O
eine	O
natürliche	O
Verjüngung	O
der	O
Laubholzbestände	O
geradezu	O
unmöglich	O
Fracht	O
.	O
,	O
Neben	O
diesen	O
traurigen	O
allgemeinen	O
Fest	O
»	O
llunaen	O
hat	O
Forstmeister	O
Wallt	B-PER
noch	O
lnzelbeobachtungen	O
gemacht	O
,	O
die	O
manchem	O
feto	O
dürsten	O
.	O
Zunächst	O
ließ	O
sich	O
feststellen	O
,	O
Kulturen	O
de	O
»	O
Kammerforstes	O
die	O
vorhandenen	O
eine	O
Reihe	O
von	O
nn	O
wertvoll	O
daß	O
in	O
den	O
olzpflanze	O
«	O
mehr	O
als	O
die	O
durch	O
Saat	O
oder	O
Pflanzung	O
entstandenen	O
Kiefern	O
in	O
Mitleidenschaft	O
gezogen	O
wurden	O
.	O
Das	O
Laubholz	O
leidet	O
lehr	O
stark	O
und	O
ist	O
bisweilen	O
total	O
zerstört	O
,	O
während	O
dicht	O
daneben	O
stehende	O
Kieserpflanzungen	O
ein	O
ziemlich	O
gesunde	O
»	O
Aussehen	O
zeigen	O
.	O
Dieser	O
Umstand	O
erklärt	O
sich	O
darau	O
»	O
,	O
daß	O
sich	O
die	O
Kiefern	O
Verhältnis	O
«	O
mäßig	O
leicht	O
regenerieren	O
,	O
was	O
bei	O
Laubholzpflanzen	O
niemals	O
beobachtet	O
wurde	O
.	O
Weitere	O
Beobachtungen	O
beziehen	O
sich	O
auf	O
die	O
Eiablage	O
.	O
Der	O
weibliche	O
Käfer	O
entfernt	O
sich	O
zum	O
Zweck	O
der	O
Eiablage	O
nur	O
ungern	O
von	O
seiner	O
Fraßstätte	O
und	O
läßt	O
sich	O
bet	O
balbweg	O
»	O
geeigneten	O
örtlichen	O
Be	O
dingungen	O
unter	O
dem	O
Fraßbaume	O
oder	O
doch	O
wenigsten	O
»	O
in	O
unmittel	O
barer	O
Nähe	O
nieder	O
.	O
Besonders	O
deutlich	O
wurde	O
diese	O
Sitte	O
durch	O
eine	O
Kieserkultur	O
illustriert	O
,	O
die	O
mehrere	O
scharf	O
abgegrenzte	O
Lücken	O
zeigt	O
.	O
Diese	O
stimmen	O
so	O
ziemlich	O
mit	O
dem	O
Kronenbereich	O
einiger	O
alter	O
Eichen	O
überein	O
,	O
die	O
nach	O
dem	O
Klugjahre	O
geschlagen	O
wurden	O
und	O
seinerzeit	O
ihrer	O
Größe	O
wegen	O
nicht	O
abgesucht	O
werden	O
konnten	O
.	O
Die	O
Eiablage	O
er	O
«	O
i	O
olgt	O
zumeist	O
massenweife	O
aus	O
engbegrenzten	O
Plätzen	O
,	O
ohne	O
daß	O
sich	O
da	O
»	O
ür	O
spezielle	O
Gründe	O
leicht	O
finden	O
ließen	O
.	O
Jedenfalls	O
erklären	O
sich	O
arau	O
»	O
die	O
häufig	O
vorkommenden	O
,	O
scharf	O
umschriebenen	O
.	O
Engerling	O
»	O
.	O
Nähe	O
,	O
ja	O
bei	O
morschen	O
Exemplaren	O
sogar	O
da	O
»	O
Innere	O
ausiuchen	O
,	O
um	O
zu	O
überwintern	O
.	O
»	O
»	O
*	O
Die	O
Krongalle	O
de	O
»	O
*	O
Apfelbaume	O
»	O
ist	O
von	O
Dr	O
.	O
Hedgcook	B-PER
«	O
ährend	O
der	O
letzten	O
fünf	O
Jahre	O
an	O
fast	O
100000	O
Stämmen	O
in	O
Baumschulen	O
und	O
Obstgärten	O
untersucht	O
worden	O
,	O
und	O
die	O
Ergebniffe	O
hat	O
der	O
Forscher	O
jetzt	O
der	O
Botanischen	B-ORG
Gesellschaft	I-ORG
in	O
Washington	B-LOC
vorgelegt	O
.	O
Als	O
Krongalle	O
werden	O
Auswüchse	O
am	O
Stamm	O
de	O
»	O
Apfel	O
baumes	O
bezeichnet	O
,	O
von	O
denen	O
einige	O
wahrscheinlich	O
als	O
eine	O
ganz	O
be	O
sondere	O
Krankheit	O
von	O
den	O
übrigen	O
zu	O
trennen	O
stnd	O
.	O
Im	O
übrigen	O
ist	O
die	O
harte	O
und	O
welche	O
Krongalle	O
zu	O
unterscheiden	O
.	O
In	O
Amerika	B-LOC
ist	O
diese	O
Galle	O
überall	O
verbreitet	O
,	O
wo	O
es	O
Apfelbäume	O
gibt	O
,	O
und	O
zwar	O
sowohl	O
bei	O
Samenpflanzen	O
wie	O
bei	O
gepfropften	O
und	O
okulierten	O
Bäumen	O
.	O
Die	O
ansteckende	O
Eigenschaft	O
der	O
weichen	O
Form	O
dieser	O
Krankheit	O
macht	O
sie	O
aber	O
zu	O
einer	O
bedeutenden	O
Gefahr	O
,	O
um	O
so	O
mehr	O
,	O
al	O
»	O
sie	O
auch	O
an	O
Steinobst	O
,	O
Himbeeren	O
,	O
Brombeeren	O
,	O
Birnen	O
und	O
auch	O
an	O
Kastanien	O
,	O
Walnüffen	O
und	O
Rosen	O
vorkommt	O
.	O
Die	O
barte	O
Form	O
der	O
Galle	O
Ist	O
entweder	O
gar	O
nicht	O
oder	O
nur	O
wenig	O
ansteckend	O
.	O
Vielleicht	O
ist	O
sie	O
aber	O
überhaupt	O
nur	O
aus	O
der	O
weichen	O
dadurch	O
entstanden	O
,	O
daß	O
der	O
Apfelbaum	O
die	O
Krankheit	O
au	O
»	O
sich	O
heraus	O
überwunden	O
und	O
bi	O
»	O
zu	O
einem	O
gewiffen	O
Grade	O
ausgeheilt	O
hat	O
.	O
Beide	O
Formen	O
dürften	O
danach	O
dieselbe	O
Entstehung	O
haben	O
,	O
und	O
nur	O
die	O
Tätig	O
»	O
keit	O
ihrer	O
Erreger	O
bei	O
der	O
harten	O
Galle	O
durch	O
die	O
Lebenskraft	O
des	O
Baumes	O
eingeschränkt	O
sein	O
.	O
In	O
der	O
weichen	O
Form	O
ist	O
die	O
Krankheit	O
sür	O
den	O
Apfelbaum	O
stet	O
»	O
schädlich	O
.	O
Verschiedene	O
Apfelsorten	O
sind	O
ihr	O
aber	O
überhaupt	O
in	O
wechselndem	O
Grade	O
zugänglich	O
,	O
indem	O
manche	O
nur	O
von	O
der	O
weniger	O
schädlichen	O
harten	O
Form	O
befallen	O
werden	O
.	O
Die	O
lleber	O
»	O
tragung	O
der	O
Krankheit	O
findet	O
nur	O
statt	O
,	O
wenn	O
die	O
Bäume	O
bereit	O
»	O
Wunden	O
aufweisen	O
,	O
so	O
daß	O
die	O
Keime	O
vermutlich	O
durch	O
die	O
bei	O
Ver	O
wundung	O
entstehenden	O
Wucherungen	O
eintreten	O
.	O
Dadurch	O
ist	O
auch	O
schon	O
ein	O
Weg	O
zur	O
Bekämpfung	O
der	O
Krongalle	O
gewiesen	O
,	O
indem	O
eS	O
dabei	O
hauptsächlich	O
aus	O
eine	O
sorgsame	O
Pflege	O
der	O
Bäume	O
bei	O
etwaigen	O
Ver	O
letzungen	O
de	O
»	O
Stamme	O
»	O
ankommt	O
.	O
Landwirtschaftlicher	O
Unterricht	O
beim	O
Militär	O
.	O
Eine	O
Schattenseite	O
unserer	O
so	O
vorzüglichen	O
Wehrpflicht	O
Ist	O
ihre	O
indirekte	O
Begünstigung	O
der	O
Landflucht	O
.	O
Die	O
Eindrücke	O
,	O
die	O
der	O
vom	O
Lande	O
kommende	O
Rikrut	O
während	O
seiner	O
Mililärzeit	O
von	O
der	O
Groß	O
,	O
stadt	O
erhält	O
,	O
sind	O
oft	O
so	O
verlockende	O
,	O
daß	O
er	O
den	O
Verbleib	O
im	O
Trubel	O
de	O
»	O
städtischen	O
Leben	O
»	O
der	O
Rückkehr	O
in	O
die	O
ländliche	O
Heimat	O
vorzieht	O
.	O
Für	O
ihn	O
hat	O
die	O
Stadt	O
den	O
Reiz	O
de	O
«	O
Neuen	O
,	O
und	O
es	O
ist	O
daher	O
kein	O
Wunder	O
,	O
wenn	O
er	O
nur	O
ihre	O
guten	O
Seiten	O
sicht	O
,	O
denn	O
diese	O
treten	O
für	O
ihn	O
,	O
