id;description;C2A
946595778712179;"Moe Mac 
Nini hat nicht geschrieben, dass alle Ausländer ihr an die Wäsche wollen, sondern den Frauen grundsätzlich. Das können viele genau so bestätigen. Und sorry, auch nur eine Belästigung ist eine zu viel. In einer solchen Diskussion das Aussehen anzugreifen, ist niveaulos. Du siehst nicht so aus, als ob gerade Du Dir ein solches Urteil erlauben dürftest. 
Im Übrigen geht es nicht darum, wer deutsch ist und wer nicht, sondern darum wer uns ""bereichert"", indem wir für ihn und seine Angehörigen zahlen dürfen, wer nie vor hat, sich in unserem Land zu integrieren und anzupassen oder wirtschaftlich produktiv zu werden und dann auch noch Forderungen stellt und die, die für ihn aufkommen, anpöbelt und angreift, verbal und physisch. Schon mal dran gedacht, wie vielen Deutschen das Geld monatlich hinten und vorne nicht reicht, die keine Zuschüsse und Zugeständnisse wie die Flüchtlinge bekommen, die keine Wünsche bezüglich der Krankenleistungen äussern dürfen, etc etc etc.";False
935384936499930;"Das ist interessant. Hier in Kiel stehen bei solchen Fällen nur die Dynamo-Fans am Pranger. Es wird allenfalls zusätzlich berichtet, dass der DFB gegenüber Dynamo eine Strafe ausspricht, während  der Verein selber das Verhalten der Fans aufs Schärfste verurteilt. Dass die Lokalpresse da anders vorgeht, erscheint mir aber logisch. 

Die von mir oben genannten Fangruppierungen dürfte aber auch die Dresdner Lokalpresse nicht pauschal verurteilen, oder? Ich habe aber den Eindruck, dass das beim Thema Islam geschieht. 

Der von Ihnen ins Spiel gebrachte Faktor Lokalpresse, ändert meine Überlegungen etwas. Wenn man davon ausgeht, dass der Verein mehr tun könnte, als sich zu distanzieren oder Stadionverbote auszusprechen, steht er wohl zu Recht mit am Pranger. Wenn man davon ausgeht, dass die Fankultur eine nicht mehr zu stoppende Eigendynamik entwickelt hat, könnte man ihn sogar bedauern. Meine persönliche Meinung wäre wohl irgendwo dazwischen. Aber das ist gerade nicht so wichtig:

Die Erkenntnis, dass zumindest in der Lokalpresse der Verein am Pranger steht, hat mich dazu gebracht, die Strukturen zu betrachten. Zuerst habe ich mich gefragt, wer der Verein im Islam eigentlich ist? Gibt es im Islam so etwas wie den Verein, der sich vom Fehlverhalten seiner Fanclubs distanzieren oder aktiv dagegen vorgehen kann? Oder noch globaler:

Die FIFA passt laufend die Spielregeln an. Der DFB überwacht die Einhaltung der Spielregeln und packt nationale Auflagen dazu. Dann erst kommen Verein, Fanclubs und Fans. 

Beim Islam fehlen mir Entsprechnungen für FIFA, DFB und Verein. Ich sehe da nur Fanclubs und Fans. Bitte um Korrektur, falls nötig. 

Das bringt mich einerseits zu der pegida-freundlichen Erkenntnis, dass „der Islam“ in der Tat eine Gefahr sein kann, da er aufgrund der fehlenden Strukturen nicht zu kontrollieren ist. Andererseits zu  der pegida-kritischen These, dass eine generelle kulturelle Islamisierung Deutschlands aufgrund dieser fehlenden Strukturen nicht zu befürchten ist. 

Abschließend: Gibt es „Lokalpresse“ im Islam oder sind das „Clubzeitungen“ der Fanclubs?";False
876294209075670;Ich gehe mal davon aus, dass du deinen Job so gut machst, dass du nicht fürchten musst von einer ausländischen Fachkraft ersetzt zu werden. Und insofern du nicht gerade die demographische Entwicklung kippst, dann frage dich lieber, wer deinen Job in 20 Jahren machen soll. Dafür brauchen wir die ausländischen Fachkräfte!;False
1013111245393965;"Ein toller link: ""[...] gibt es den Begriff „Islamophobie“.
Letzterer ist eine Ableitung von „Xenophobie“"". Hübscher Versuch, das ist höchstens eine Analogiebildung, keine Ableitung, sehr aussagekräfig hinsichtlich der Qualität des Artikels.";False
1035113253193764;"Der unterentwickelte Osten gehört nicht zu Deutschland. Die Ausländer im Westen sind schon länger in der BRD als ihr und was habt ihr vorzuweisen? Fremdenhass, Arbeitslosigkeit und eine marode Infrastruktur. Ihr seit eine Last für die gesamte Republik (SOLI) und nun redet ihr davon, dass Flüchtlinge zu viel kosten? 
Der Mauerfall war der grösste Fehler der westlichen Welt ??";False
1010690208969402;So ihr Lieben, raus auf die Straße nicht nur wir im Osten ! WIR sind das Volk ! Und nicht provozieren lassen.;True
882678898437201;ach du Scheiße der arme Facharbeiter ................ wer war das sofort bei der Polizei melden sofort;True
1112245098813912;It's a song abused by stupid people for fascist incitement.;False
876382165733541;Ist doch viel zu gefährlich. Wer Bildung hat, könnte plötzlich gegen den Strom schwimmen und nicht alles schlucken, was man ihm vorsetzt.;False
966644650040625;wie gehen unter;False
1056928281012261;ich muß schon sagen, ein guter schnitt bei 1,5 mio einwanderern.........und das innerhalb von einem halben jahr.....alle achtung unsere behörden sind echt schnell......;False
1096087597096329;Co za gnojki !;False
888044044567353;terör ist terör,ich würde niemals teröristen verteidigen oder unterschtützen obwohl ich moslem bin.unschuldige menschen zu töten wegen politische gründe ist einfach schwachsinnig.deutschland macht sehr guter aussenpolitik.und deutschland steckt seiner finger nicht überall rein.deutsche gehen arbeiten und die verdienen deren eigenen geld.und die sind auch stolz drüber.ich glaub nicht dass die teröristen sich hier in deutschland bescheftigen.zu mindens hoffe ich es.;False
1057090557662700;Die kann man es auch nicht recht machen Alex ??????;False
1013003382071418;http://misanthrope.blogger.de/stories/2548609/;False
960862313952192;Haben Die Etwa Ausgeschlafen!!!?!!!;False
1038721049499651;Hier hausen die meisten auch in Buden die sich ein normalverdiener garnicht leisten kann...modernisieren, renovieren, alles bezahlbar. Und wenn erstmal die Briten weg sind gibts hier in der Stadt (100 000 EW) Wohnraum für ca 10 000. Zusätzlich...;False
1052382181466871;...gäbe es nicht die von den linken Parteien bezahlte, gewalttätige Antifa, Herz statt Hetze oder wie die alle heißen, gäbe es keine Gewalt - so einfach ist das...Pegida war, ist und bleibt friedlich...;False
1018206441551112;"""Wir finanzieren das Projekt durch Spenden""
Weder gebe es Geld vom türkischen Staat, wie mitunter angenommen, 
noch gebe der Dachverband Ditib Geld für die Moschee.
3 mio durch 300 mitglieder  = 10.000 € pro kopf
sauber!";False
855027924535632;Kommst du mit? :);False
982677191770704;Naja Griechenland wäre das erste Land. Dann kommt Serbien. Und zu dritt Ungarn. Mir tut Ungarn leid weil Sie bereits so viele Flüchtlinge in Ihrem Land aufgenommen haben. Ich rede nicht von Syrien..;False
876402012398223;freut mich das die Pegida Bewegung zuwanderungsschädlich ist.;False
876249329080158;"Leute Leute Leute.... www.dassdas.com
Aber mal dringend lesen! Ist ja gruselig";True
882772295094528;"Ich plädiere für eine Neuauflage des Schröder'schen ""Aufstands der Anständigen"" mitsamt orchestrierter Hysterie und Solidaritätsmärschen und DEUTLICHER VERURTEILUNG (samt Konsequenzen und Ausweisung) des tatsächlichen Täters!";True
862013967170361;Wir freuen uns schon richtig endlich wieder dabei zu sein ! :);False
1055395494498873;Besser kann man nicht sagen!!!;False
1035102529861503;Respekt Dresden..Viele Grüsse aus NRW;False
1056508661054223;Das sind unsere Volksvertreter, eine Schande.;False
1152503931454695;AWO abschaffen.;True
1069882863050136;Hier jammert der Großteil der Kommentatoren, daß der böse  (linke) Journalist den guten (grünen) Kretsche mit hartnäckigen Fragen attackiert. Potz Blitz, lauter Warmduscher oder wie? Wo sind denn die Gegner der Pädopartei, die sich darüber freuen, wenn deren Vertreter mal etwas gekitzelt werden?;False
1063471220357967;Da ist nur Pegida dran schuld! Und die AfD! Und die Erderwärmung sowieso!;False
982645611773862;"Und solche ""Menschen"" leben nun unter uns. Der Bürgerkrieg kann kommen.";False
1011309012240855;Gruß aus München!!!;False
1010201119018311;Christine Nordmann Das Problem liegt wohl eher in der Vermummung. Sie können unter der Burka nicht erkennen wer und WAS sich darunter befindet. Wenn Sie sich heute hinters Lenkrad setzen und sich eine rote Pappnase aufsetzen gibt´s ärger, da Sie sich vermummt haben.;False
855041704534254;Ich hätte gerne selber das zepter in die hand genommen. Leider bin ich viel auf montage, kann also eine solche aufgabe leider nicht übernehmen. Aber vielleicht hast du ja ein paar poltisch interessierte freunde/bekannte und ihr stellt etwas auf die beine?! Alternativ mal die Hogesa ansprechen, die waren ja schon in hannover. Ich kenne einige, die hin gehen würden! Hogesa vertritt aber eher die PEGADA, was ich persönlich aber noch besser finde. Bessere und mehr ziele die dieses land vorran bringen!;True
882780685093689;Komisch,das solche Geschehnisse es immer nicht in die Tagesschau schaffen??! Naja,warum auch die deutschen Bürger beunruhigen,sind ja alles nur Einzelfälle. Aber wehe ein Deutscher ersticht einen Asylbewerber!!!!!!;False
1111310782240677;Na und es gibt Chip Karten ? Bis wieviel dürfen die Karten belastet werden ?  Aber die Läden sind voll mit Sachen und Frau Merkel bezahlt .;False
1065803673458055;Bevor unsere Kinder politische Bildung brauchen,  brauchen unsere Politiker erst mal eine Stunde Aufklärung über Demokratie! !! Nicht die Politiker haben das sagen, sondern das Volk! !!!;False
1010187955686294;Leider kommt zu viel Geld von den reichen Arabern zum Beispiel deshalb werden keine Sanktionen verhängt werden;False
1134197456618676;Ich glaube nach Köln haben zumindest ca. 1000 Frauen genau das getan. Ungewollt. Und die haben die Schnauze gestrichen voll.;False
1111345045570584;Dann braucht der ticker wohl ein kartenlesegerät??????;False
1012276122144144;????;False
882703375101420;Waren bestimmt wieder die Nazis !  ??;False
888471107857980;Fabian Milz Dima San Nico Klöckner Otto Student :3;False
862022863836138;Zb. 95 % der Migranten aus allen Muslimischen Ländern! ! ! ! ! !;False
1064349366936819;Soviel Zustimmung,wie Sachsen bekommt,machen sich doch die Medien mit ihrer Sachsenhetze schon lächerlich.;False
888071504564607;Na, dann gebt ihr ja zu, rechtsextrem zu sein.;False
985357981502625;Toll ?? ?? ?? ??;False
1120537601317995;Wollen wir hoffen und wachsam sein!;False
882917421746682;"Das Problem erledigt sich von selbst;)";False
1064921366879619;Tilo Pusch zum Glück. (y);False
1152512101453878;Das Verhalten der AWO ist diskriminierend und dient der Hetze. Ganz ehrlich, diese ganzen möchte-gerne-Wohlfahrtsverbände sind keine zu empfehlenden Arbeitgeber. Alles Heuchler, bei denen es auch nur ums Geld geht.;False
1012253808813042;"Um Verwechslungen zu vermeiden,nenne Deinen Stand doch ""Allahu AqBART"".....die Insider werden es verstehen....vielleicht kommt ja Herr Vogel auf einen Spung vorbei und liest dir was vor ....
Aber mal ernsthaft.....dieser Post ist ja echt der Schenkelklopfer......da hat sich ein talentierter Webdesigner verwirklicht.";False
945837228788034;Herr Lindner wir sind deutsche und Verhalten uns so gegen Deutsche ??;False
945352922169798;"wen wundert das noch ! ein bekannter bei der kripo meinte mal: an jedem gerücht auch wenn es nicht bestätigt wird ist etwas wahres !
also gehe ich davon aus das an den stundenlohn für gegendemonstranten was wahres dran ist und sogar noch viel mehr finanziert wird als wir uns vorstellen können^^";False
862051550499936;lach, der war gut;False
1010701388968284;"Muddi versteckelt sich! ;-)";False
1035149799856776;Merci Dresde !;False
1057379820967107;Warum Dampfer?;False
888333394538418;https://jungefreiheit.de/politik/ausland/2015/endspiel-fuer-hollande/;False
1105480429490379;Bayern und Thüringen bitte noch dazu...;False
982711565100600;Man wartet bis die randalierenden Horden aus Griechenland und Serbien im Land sind.;False
1056913501013739;127 ?? und wo sind die restlichen 4 Nullen?  1270000 ??;False
1111907545514334;die Welle;False
1095900967114992;While tolerance is shown they will continue to commit these actions....;False
887992617905829;ja  aber  es sind nur 26%  gegenueber  UMP mit 29%;False
960884717283285;"ich lese keine presse und höre keine nachrichten mehr ;) .. außer hier auf FB";False
982682408436849;Juergen Weidner wir geben denen schon was sie brauchen und holen tun wir uns da von deinesgleichen;False
1064351616936594;Die heutigen siegerlaender der pisa studie uebernahmen dieses System anfang der 70er von der DDR. ...soviel dazu.;False
855180341187057;Da sieht man es: https://www.facebook.com/video.php?v=350650295124655&set=vb.100005390628766&type=2&theater;False
1055665507805205;Diese ganzen vermummten Tanten will ich aber auch nicht hier haben.;False
876286949076396;vorallem ist das net schädlich sondern gut kommt wenigstens weniger rein von denn sogenannten fachkräfte;False
882693195102438;Die rotten sich untereinander aus , nur viel zu langsam !;False
1064069420298147;René Schielke irgendwie bissl am Thema vorbei oder? Du kennst also einen Typen der Abi hat und Taxi fährst und schlussfolgerst daraus das ich auch Taxi fahre bzw. alle die Abi haben Taxi fahren? Na bei der Logik und Argumentation wundert mich nix mehr. Es freut mich ja, wenn du mit deiner Frau schick essen gehen kannst und Cocktails trinkst. Vermutlich macht das der Taxifahrer an seinen freien Tagen auch. Verstehe nicht genau, was du damit sagen willst. Bist du besser als er, nur weil du kein Taxi fährst? Oder worauf willst du hinaus? Btw ich fahre kein Taxi...;False
1088575477847541;"Juergen Weise Das sehe ich auch so, die Rentner haben schon viel erlebt und bemerken wie sie mit ""Rentenerhöhungen""betrogen werden,weil der Staat nur Steuern abgreifen will, Das ist von vielen durchschaut worden.Und mehr Rentner als zuvor gehen wieder wählen.";False
989387744432982;Sachsen haben Stolz :), aus welcher Ecke kommst du?;False
882699758435115;Die haben schon genug zu essen und anziehen. Bekommen doch ein fürstliches Willkommensgeschenk von 2.800 € und weiterhin jeden Monat soviel, wie andere in Deutschland, die ihren Job verloren haben, aber jahrelang gearbeiten hatten.;False
1007332832638473;Endlich hat es einer mehr begriffen,endschuldigung.;False
876363719068719;"Hauptsache Stunden gebraucht um das ""richtige"" Bild zu finden";False
945865638785193;Wenn ich schon die 2 Trullas auf dem Bild sehe ... wird mir extremst übel.;False
876341492404275;Nicht nur lächerlich, saugefährlich ist das.;False
1063497467022009;"Ich wette 10.000 € dagegen. ;) Abgemacht?";False
855035944534830;"""Je suis Khaled"" wäre auch ein gutes Motto für Montag. Das würde die verschissene Politmischpoke und Lügenpresse aber in RICHTIGE Erklärungsnot bringen.";False
855600911145000;[@IND] , eine der wenigen die es versteht auch zwischen den Zeilen zu lesen. ... danke;False
945911832113907;"Mal sehen wann es den Leuten in München endlich zu ""bunt"" wird.";False
986002914771465;Manche Menschen machen den Wert eines Menschen auch an etwas anderem fest als am Bizeps. Sehe schon, hier herrscht geistige Einöde. Was solls, für solche Deppen wie dich Matthias wird z.B. in Chemnitz gerade ein Fußballstadion gebaut für 27 Millionen. In der Zwischenzeit fehlt es an Gymnasien an Unterrichtsmitteln wie Büchern und Arbeitsheften und die Philharmonie wird zu einen B Orchester abgewertet. -> GG, möge der Pöbel für immer siegen;False
1063422763696146;Mehr mittel gegen rechts!!!!!;True
991237427581347;ich sage mal danke das es euch gibt Kämpft für unser Land;False
1063532217018534;Maas dieser möchtegern Politiker sagte dass gegen straffällige Asylantenhart durchgegriffen wird. Heute ein Urteil in Köln ein Flüchtling wegen Handydiebstahl und Drogenhandel hat 6 Monate auf Bewährung und 20 Tagessätze diese wird er von unseren Steuergelder bezahlen denn dieser Schmarotzer wir ja von uns unterstützt oder er überfällt  eine alte Oma. Auch heute ein Deutsche der seine Meinung in Sache brennende Ayslunterkunft gesagt hat 6000.- Euro Strafe. So wird mittlerweile in UNSEREM Land geurteilt.Die Asylanten lachen sich kaputt über uns.;False
945451042159986;Ja stimmt,aber keiner von uns weiß hundertprozentig, ob auch versucht wird Wähler zu kaufen;False
991425700895853;"Hier ein Taschentuch.
Mimimi...scheiß Hetze.
Mimimi...Dummheit. 
Mimimi... Und wehe wenn ich was??? Dann was? Süßer.";False
876586575713100;Dann verkriechen sie sich in ihren Atomsicheren Bunker und schreien nach der Bundeswehr..;False
1056936574344765;"mach dir keine Sorgen um die Jobs, Nachschub rollt ;)";False
882681485103609;wow, ihr seid wirklich schreckliche menschen. es ist ein mensch gestorben und ihr kommentiert es mit zwinkersmilie und ekelhafter, dummer ironie...;False
861985340506557;Die lügt wenn sie nur den Mund aufmacht. Heute so und morgen werden die Waffen in Einzelteile geliefert. Den mit diesen Waffen ermordeten Hintebliebenen gibt man dann großzügig noch paar Scheine in die Hand. PFUI TEUFEL !  Wir müssen diesem Wahnsinn ein Ende setzen.;True
876263359078755;Ich sehe das auch so;False
945635002141590;Hallo Franz, genau so und gar nicht anders und ich sehne den Tag herbei, andem Theodors Worte die Gegenwart erreichen! Gruß aus Dresden. Ulli.;False
982638885107868;Sie werden bestimmt nicht nach Hause gehen, kommen nur später bei uns an.;False
1035123239859432;"Immer
Nicht nur zu wm-/em-spielen!????";False
1013087615396328;Handy spinnte. Danke Frau Wagner.  Es hat wenig Sinn hier mit den anderen zu reden man wird nur beleidigt...;False
935329179838839;"Ganz so einfach ist das nicht.1.Um bei einem Beispiel zu bleiben: Wenn Sie behaupten, dass Konrad Adenauer der erste deutsche Bundeskanzler war, ist das definitiv fundiertes Allgemeinwissen. Wenn ich dann sage es sei aber mMn Gerhard Schröder gewesen und gleichzeitig bereit bin mich eines Besseren belehren zu lassen und sage „Zeigen Sie mir doch eine Liste der Kanzler, dann guck ich nach“ – dann ist das doch vollkommen legitim, vor allem weil ich bereit bin, meine Sicht auf den Sachverhalt zu verbessern. Oder nicht? Genau so verhält es sich in der Causa „Islam=Gewalt“, wo ich Ihrer Meinung widerspreche und gerne Belege für Ihre Sicht der Dinge sehen würde.2.Das alles hat in keinem Fall mit einer Nötigung zu tun (Def. Nötigung nach 240 StGB: http://dejure.org/gesetze/StGB/240.html), allenfalls mit einer in einer Diskussion vollkommen verständlichen Aufforderung.3.Sie haben Recht, genau das ist mein Problem. Ich verstehe diese Argumentation nicht, würde Sie aber sehr gerne verstehen. Inwiefern ist das verkehrt?Lars Nahme: vielleicht haben Sie eine Klarstellung oder Argumente? ;) :)";False
961234190581671;Die Grenzen müssen zu gewissen Staaten (wie beim G7-Gipfel) geschlossen werden und es muss für gewisse Staaten wieder die VISA-Pflicht eingeführt werden, dann ist das Problem erledigt....;True
1120226091349146;"Wer Kritik übt,  ist also das ""Pack""! Im September 2017 erhaltet ihr die Quittung für Euer deutschfeinliches Verhalten!";False
1096186077086481;Okay I have a question, hope someone over there in Germany can give an answer.  Where are these people getting these nice tents?  Think about it, they are refugees who just left a war torn country yet they have time to stop at Cabela's or Gander Mountain (any camping supply stores) along the way and buy a nice camping tent?  I really doubt this.  Who is giving these people these tents?;False
1013807218657701;"Dass Herr Schuster zu ähnlichen ""Erkenntnissen"" gelangt, liegt daran, dass Angehörige von Minderheiten, die potenziell Opfer von Diskriminierung sind, selbst nicht vor rassistischen Stereotypen gefeit sind. Der Unterschied ist allerdings, dass sie strukturell weniger in der Lage sind, ihre rassistischen Positionen auch in tatsächliche Diskriminierungen auf gesellschaftlicher Ebene umzusetzen - ganz im Gegensatz zu Pegida, deren Anhänger überwiegend der Mehrheitsgesellschaft angehören.";False
1012253365479753;Lars Deutschmann Striezel ist sicher kein arabisches Wort. In der aufgehetzten Atmosphäre kommen solche Scherze schlecht an. Es gibt immer irgendwelche Idioten, die sowas falsch verstehen und das nimmt dem Bemühen Menschen aufzuklären leider etwas an Reputation.;False
882719091766515;"da sind die frauen und kinder...und die feigen kerle sitzen hier und spielen mit ihren smartphones. ..die neuesten natürlich .....pfuiiii

 https://indexexpurgatorius.wordpress.com/2015/03/09/tapfere-fluchtlinge/";False
982758971762526;Und da kommen schon die nächsten Beleidigungen. Das ist das Problem mit dem Internet. Jeder kann sein Mundwerk aufreißen und sich Online verstecken. Ich kann mir sehr gut vorstellen was für eine Tulpe du bist. Du hast keine Ahnung mit wem du redest. Ich habe genug Zeit mit Dir verschwendet.;False
1096086830429739;machen aber mit! Noch bescheuerter! Lassen sich erst von Schleppern verarschen und dann von Aktivisten!;False
1012236578814765;Vollpfosten die elenden...????????;False
982647128440377;Wenns so einfach wäre mit einer Waffe :/;False
1111562802215475;"Genau so und nicht anders. Das sind doch flüchtlinge, die bekommen zu essen und trinken, haben ein dach überm kopf und sind weit genug weg vom krieg. 
Alles andere von denen sin überzogene Forderungen.";False
1063749253663497;"Wir nehmen als Bewerbungstest immer die Frage, wieviel denn genau 19% MWSt. von € 100,- sind.
Damit scheiden schon einmal 90% aller Bewerber auf natürlichem Wege aus, völlig diskriminierungsfrei ;-)";False
1010225505682539;Judith Becker, danke ??!;False
1010192449019178;Sanktionen treffen vor allem Unschuldige.;False
1012961798742243;Obergrenzen legalisieren die Anwesenden Flüchtlinge. Das ist nicht in unserem Sinne. Wann beginnt die Diskussion der Rückführung?;False
1035606129811143;macht weiter, unser wiederstand mus gehört werden !!!;True
1057637444274678;Wenn das eine MASSEN-Abschiebung war, Was haben wir dann für eine EINWANDERUNG? :o;False
1152514491453639;"Was hier praktiziert wird, nationalsozialistischer Rassismus vom Feinsten. ""Wenn du nicht so denkst wie ich, bist du ein Rassist..."" Himmlers Gedankengut nach75 Jahren. Das ganze unter dem Deckmantel der ""Arbeiterwohlfahrt"". Wenn ein Patient also auch anders denkt, wie diese Herren, lassen sie ihn einfach verrecken ?????";False
1069080116463744;Und die kommen in BW bei Hochrechnungen auf über 30%, wie geht das? Ich kann mir es nicht vorstellen, dass die Schwaben so behämmert sein sollen.;False
1012387755466314;Aha. Wart ihr nicht gegen Gewalt ? Interessant.;False
1065819946789761;Nun, Brandstiftung ist wie eine Volksabstimmung. Wenn die Politiker nicht todesangst von direkte Demokratie hätten, dann könnte das Volk legal seine Meinung sagen.;False
982671745104582;Ohne Waffen?;False
982685418436548;Ramon De la Perez, ??????????Realist ??????????wohl eher medienverblödet ????????;False
1063261967045559;1:0;False
1065801540124935;ein Sachse lässt sich eben keine Lügen so einfach gefallen und auftischen...;False
1105961082775647;Das war einfach eine Bitte, hast Du nur falsch interpretiert, Der wollte mal kurz beschleunigt werden.....;False
960892060615884;"Ich kann es nicht mehr hören. ....
Geht es euch allen so schlecht?  Meine Güte.  Erst komm ich.  Dann ich. Und danach ich...
Schlimm... :-(";False
888148991223525;"hellmut, in dem grueppchen um die UMP tummelt sich auch noch MODEM.
aber trotzdem scheint die UMP alleine ca 30% zu haben und ist diesmal besser als meine partei.
diesmal....";False
1035191186519304;"Von Sachsen (y) aus ""VIEL, viel Glück. Auch wenn am Anfang nur wenige auf die Straße gehen.... ja nicht den Kopf hängen lassen.... es werden auch in Paderborn mehr, viel mehr Leute werden.";False
855116767860081;"Wie ihr immer einen Link parat habt, den ihr einsetze könnt. :D
Kein eigenes Gehirn..";False
1012383548800068;Bei euch würde ich mich auch nicht integrieren wollen.;False
1152534421451646;sowas nennt sich dann also Meinungsfreiheit und Demokratie?;False
