T980219.272.36	an Boden liegen	literally	Sie greift nach den aufgerollten Seidenstoffen und zieht aus ihrem Muff eine Rasierklinge hervor . Sekunden später <b>liegt</b> Marie ausgestreckt <b>am</b> <b>Boden</b> , krampfhaft preßt sie ein Stück Seide an ihre Brust , auf ihrem Gesicht ekstatische Glückseligkeit . Gabriel de Villemer , der als Psychiater im Gefängnisspital arbeitet , untersucht Marie , die von der Polizei eingeliefert wird .
T891103.100.5	an Boden liegen	literally	Minute , als alles auf den Pausenpfiff wartete , warf Michel den Ball von der linken Seitenlinie ein und Martin Vasquez flankte in den Fünfmeterraum . Der Ball ging an Freund und Feind vorbei , prallte an den rechten Außenpfosten , sprang zurück an den Kopf des <b>am</b> <b>Boden</b> <b>liegenden</b> Butragueno und landete schließlich im Tor . Hoffnung für die zweite Halbzeit .
T950614.52.43	an Boden liegen	literally	Dieser soll bekunden , daß er " aus etwa 15 Metern Entfernung beobachtet habe , wie zwei Personen zu einem zwischen den Schienen liegenden Mann hingelaufen seien . Einer dieser Personen habe sich neben die <b>am</b> <b>Boden</b> <b>liegende</b> Person gekniet , dieser eine Waffe an den Kopf gesetzt und abgedrückt " . Für die Rechtsanwälte der Familie Grams , Andreas Groß aus Wiebaden und Thomas Kieseritzky aus Frankfurt am Main , deckt sich die Aussage des neuen Zeugen damit im Kern mit den Angaben früherer Beobachter .
T930703.22.27	an Boden liegen	literally	Nunmehr soll ein " neutraler , unabhängiger Jurist " mit der Aufklärung aller Widersprüche betreut werden . Ministeriumssprecher Bachmaier betonte gestern , daß eine nochmalige Befragung der sechs " an Zugriff und Schußwechsel " beteiligten GSG 9-Beamten ergeben habe , daß keiner von ihnen auf den <b>am</b> <b>Boden</b> <b>liegenden</b> Grams geschossen oder einen " aufgesetzten Schuß " abgegeben haben will . Das Bundeskriminalamt in Karlsruhe setzt die gewohnte Schweigetaktik fort und " macht keine Angaben " .
T900108.31.12	an Boden liegen	figuratively	So unterschiedliche Standpunkte die immer vielfältiger werdenden Oppositionsgruppen und die alten Blockparteien in vielen Fragen auch einnehmen - in einem sind sie sich einig : in der Abgrenzung zur SED . In der immer heftiger werdenden Kritik an der SED-PDS schwingt auch ein ganzes Stück Überraschung darüber mit , daß die für die desolate Lage der DDR verantwortliche Partei nicht moralisch und organisatorisch zerstört <b>am</b> <b>Boden</b> <b>liegt</b> . Das Gegenteil ist der Fall : Während die Kommunisten im Nachbarland Polen am Wochenende resigniert die Auflösung ihrer Partei beschlossen , versucht die umtriebige neue Führung der SED-PDS entschlossen die Reihen der Partei mit dem gelifteten Namen und Programm neu zu formieren .
T980815.294.34	an Boden liegen	figuratively	Thon und Effenberg galten Anfang des Jahrzehnts als große deutsche Talente , gingen zu Bayern München , waren dort Antipoden und zogen sich dann mehr oder weniger gescheitert zurück in die Provinz . Der eine , Thon , war eine Art Spielmacher und Dribbler , veränderte Arbeitsauffassung und Stil , paßte sie den modernen , internationalen Gegebenheiten des Spiels an , führte das <b>am</b> <b>Boden</b> <b>liegende</b> Schalke mit etwas Glück und viel System zu internationalem Erfolg . Der andere , Effenberg , entwickelte sich umgekehrt vom defensiven Rackerer zum Ballmonopolisten , verpuffte mit der ambitionierten Borussia aus Mönchengladbach höchst effektvoll und vermied nur mit größtem Glück Borussias nationales Ende , den Bundesligaabstieg .
T930707.80.29	an Boden liegen	literally	Zudem gibt es da immer noch zwei Zeugen , die nicht von den Ermittlungsbehörden , sondern von den Medien ausfindig gemacht wurden und deren Angaben Zacherts neuer Version widersprechen . Beide , eine Kioskbesitzerin auf dem Bahnhof und ein beim Einsatz anwesender Polizeibeamter , führten unabhängig voneinander an , der reglos <b>am</b> <b>Boden</b> <b>liegende</b> Grams sei von einem Polizisten aus nächster Nähe in den Kopf geschossen worden . Welchen Sinn sollten diese Aussagen machen , wenn sich Grams bei einem Sturz ( weil er bereits getroffen wurde oder gestolpert war ) bereits selber tödlich verletzt hätte .
T990217.210.47	an Boden liegen	literally	Fakt ist : Wenig später schlägt der Skinhead einen der beiden Türken mit einem Klappspaten nieder , den er in einer Plastiktüte bei sich trug . Während der Türke blutüberströmt <b>am</b> <b>Boden</b> <b>liegt</b> , flüchtet der Täter an der nächsten U-Bahn- Station . Keiner der Fahrgäste greift ein .
T920807.58.19	an Boden liegen	figuratively	Das Treffen zwischen Mosambiks Präsident Joaquim Chissano und seinem Gegenspieler von der Renamo , Alfonso Dhlakama , ist ein historischer Moment . Was sich in den letzten sechzehn Jahren in diesem Land abgespielte , ist an Brutalität und Perspektivlosigkeit kaum zu überbieten : Massenmorde , Massenfluchten , Tausende zerstörter Dörfer , eine <b>am</b> <b>Boden</b> <b>liegende</b> Wirtschaft . Mosambik ist heute laut UNO das ärmste Land der Welt .
T960712.378.32	an Boden liegen	literally	Aslams Anwalt Mahmut Erdem reichte bei der zuständigen Staatsanwaltschaft in Kiel eine Klage gegen die Beamten der Justizvollzugsanstalt Glasmoor und des Landeskriminalamts ein , die an der mutmaßlichen Mißhandlung beteiligt gewesen waren , und erwirkte einen Aufschub der Abschiebung bis zum Verfahren . Doch selbst wenn gerichtlich festgestellt würde , daß Aslam tatsächlich geschlagen und , wie er selbst zu Protokoll gab , <b>am</b> <b>Boden</b> <b>liegend</b> getreten worden ist , würde das nichts an seinem Schicksal ändern : " Es handelt sich um eine ausländerrechtlich klare Entscheidung " , sagt Norbert Smekal , Pressesprecher der Ausländerbehörde . Der Behörde sei in der Frage Abschiebung oder nicht " kein Ermessen eingeräumt worden " .
T990422.44.46	an Boden liegen	literally	Aus Washington Peter Tautfest An den Krieg im Kosovo ließ denken , was am Dienstag nachmittag über Amerikas Bildschirme flimmerte : Gepanzerte Fahrzeuge , hinter denen schwerbewaffnete Polizeitruppen vorrücken , leblose Körper , die <b>am</b> <b>Boden</b> <b>liegen</b> , blutüberströmte Verletzte , die abtransportiert werden , ganze Gruppen von Menschen , die mit erhobenen Armen im Laufschritt aus einem umkämpften Gebäude geführt werden . Die Bilder kamen aus einer Schule in Littleton im Bundesstaat Colorado , einem Vorort von Denver .
T981022.309.33	an Boden liegen	literally	Erst bei Feiningers späteren Bildern kommen vielfältige Schattierungen dazu , so daß bei vielen der frühen Werke durch die realistische , aber schematische Darstellung der Dinge der Eindruck des Unwirklichen entsteht . Dieser " magische Realismus " nimmt nach der Emigration in die Vereinigten Staaten zum Teil bedrohliche Züge an : In " Back of Things " wird ein Mann , <b>am</b> <b>Boden</b> <b>liegend</b> , von zwei Dominas bedroht . An einer Säule lehnt ein Zombie-Gangster mit MP , während im Hintergrund das Cafehaus-Treiben seinen normalen Gang geht .
T970802.52.37	an Boden liegen	figuratively	Die Anti-Aufstand-Polizei CRS triumphierte . Die Anti- AKW-Bewegung , die 60.000 Menschen an den Bauplatz mobilisiert hatte , <b>lag</b> <b>am</b> <b>Boden</b> . 20 Jahre nach der blutigen Schlacht auf dem Bauplatz rufen die " Europeens contre Superphenix " heute erneut zu einer Demonstration nach Malville .
T930703.6.26	an Boden liegen	literally	Seiters sei von dem Einsatz auch vorab informiert gewesen . Wie das Innenministerium erklärte , haben alle sechs an der Aktion in Bad Kleinen beteiligten GSG-9-Beamten bestritten , den <b>am</b> <b>Boden</b> <b>liegenden</b> Wolfgang Grams erschossen zu haben . Die geringste Schußentfernung habe etwa 1,50 Meter betragen .
T880916.163.21	an Boden liegen	literally	Mit einer neuen Leitung sollte ein neuer Wind in Bremerhavens Theater einziehen : Die Premiere von " Don Carlos " war aber eher ein provinzielles Fiasko " Don Carlos " in Bremerhaven - das waren vier Stunden Langeweile bis auf einen Knall zehn Minuten vor Schluß , der das Publikum aus dem Schlummer riß , eine unfreiwillige Pointe , aber kein " finaler Rettungsschuß " , wie bissige Stimmen flüsterten , denn an dieser Inszenierung war nichts mehr zu retten , und <b>am</b> <b>Boden</b> <b>lag</b> am Ende nicht nur der Marquis , sondern der Ruf des Theaters . Rainer Steinkamp , neuer Oberspielleiter , gab mit diesem Fiasko seinen Einstand .
T861223.80.23	an Boden liegen	figuratively	McFarlane wußte , was für ihn ein solches Zeichen der Iraner sein könnte : Druck auf die pro-iranischen Entführer seiner Landsleute im Libanon , ihre Geiseln freizugeben . Die Iraner wußten gleichfalls , woran ihnen gelegen war : an Ersatzteilen für die weitgehend <b>am</b> <b>Boden</b> <b>liegende</b> Luftwaffe , die noch aus Zeiten des Schah stammte . Im August 1985 weihte McFarlane Präsident Reagan in den Plan ein .
T940603.174.40	an Boden liegen	literally	Obwohl sie sofort zu ihren Autos geflohen seien , habe der Wirt weiter auf sie geschossen . Einer gab an , nach einer Feuerpause von einer zweiten Kugel getroffen worden zu sein , als er bereits verwundet <b>am</b> <b>Boden</b> <b>gelegen</b> habe . Sie seien keine Hooligans und politisch " völlig neutral " , versicherte ein 19jähriger Angeklagter .
T950311.261.44	an Boden liegen	literally	) Mich erinnerten die <b>am</b> <b>Boden</b> <b>liegenden</b> Lemuren und Zerberusse , der Mann im Vogelkäfig und die Frau im Polyestervorhang entfernt an Fura dels Baus , Yesim fand das alles nur " Kaspar-Hauser-mäßig " . Wir einigten uns schließlich darauf , daß das als Tanzinstallation apostrophierte esoterische Grundseminar " Liebe dich selbst wie deinen Nächsten " ein Surrogat aus allen in den letzten zehn Jahren performten Kellerstücken sei .
T890622.70.1	an Boden liegen	literally	Doch die Strangulierung des Vergewaltigers mit einem Gürtel , so die Argumentation der Strafkamnmer Famagusta in ihrer Urteilsbegründung , habe das erlaubte Maß an Notwehr überschritten . Der Vergewaltiger habe zu diesem Zeitpunkt bedingt durch Verletzungen an den Hoden , entkräftet <b>am</b> <b>Boden</b> <b>gelegen</b> . Der Notwehrbegriff sei in dem Urteil des Stragerichts falsch ausgelegt worden , meint Verteidiger Ali Dana .
T920324.68.20	an Boden liegen	literally	mit Baseballschlägern in der Tür stehen . Kurze Zeit später <b>liegt</b> ein 18jähriger erschlagen <b>am</b> <b>Boden</b> - tödlich an Hals und Schläfe getroffen . Wie der Obduktionsbericht später ergibt , starb der Rumäne DragomirCh .
T920108.161.17	an Boden liegen	figuratively	Die wenigen Waren in den Geschäften seien zehn- bis fünfzehnmal so teuer wie vor zwei Jahren . An die » Produktionsfirmen im Westen « wandte sich der Puschkiner Bürgermeister mit der Bitte , der <b>am</b> <b>Boden</b> <b>liegenden</b> » sowjetischen Wirtschaft « unter die Arme zu greifen . Vor allem Baumaterialien , landwirtschaftliche Geräte und Maschinen zur Verarbeitung von Milch- und Fleischprodukten würden dringend benötigt .
T940312.237.42	an Boden liegen	literally	Doch schon bald wird das Kräftespiel in Thomas ' 60-Minuten-Stück gekippt . Eine Wende kündigt sich in Zeitlupe an : Die Gedemütigte tritt zu , bis die Herrin mit zersplittertem Schienbein <b>am</b> <b>Boden</b> <b>liegt</b> , verletzt und auf Hilfe angewiesen ; das Bibbelreich stürzt zusammen . Während Eva Wilde als A bei der Premiere in Nicole Kaminskys Inszenierung immer blasser wurde , war es Tanya Häringer , die mit ihrer spielerischen Variante des Kaspar-Hauser-Motivs überzeugte .
T901107.76.14	an Boden liegen	literally	Von der schwerverständlichen Megaphon-Durchsage abgesehen hatte es keine Warnung gegeben . Nach dem Schußwaffeneinsatz <b>lagen</b> blutende Menschen <b>an</b> <b>Boden</b> , der 18jährige Mike Polley wurde tödlich ins Herz getroffen . Auch die Wiederbelebungsversuche des ausgebildeten Krankenpflegers Heinisch kamen zu spät .
T970207.145.38	an Boden liegen	figuratively	Mit dem internationalen Debüt seines Ziehsohns Cheikh Lo ( weder verwandt nach verschwägert mit Ismael Lo , dem " Bob Dylan Senegals " ) hat er dafür einen erfolgsverdächtigen Prototyp geschaffen . Die kalkulierte Ausgewogenheit zwischen Folk-Wurzeln und kosmopolitischem Rockpop-Potential , die auf " Ne La Thiass " im dezenten Einsatz akustischer und elektrischer Instrumentierung zum Ausdruck kommt , birgt das Modell , mit dem die senegalesische Musikindustrie den Anschluß an andere Exportgüter sucht : Das wirtschaftlich <b>am</b> <b>Boden</b> <b>liegende</b> Land ist größter Erdnußexporteur der Welt und senegalesische Musik Spitzenreiter im allerdings marginalen Weltmusikmarkt . Glaubt man seiner Rückschau auf jene Zeiten , als die älteren Brüder mit ihren Freundinnen die neuen kubanischen Tänze einstudierten und alle freihändig die spanischen Texte mitsingen konnten , hat auch Cheikh Lo die kubanischen Klänge von Kindesbeinen an inhaliert .
T980415.221.57	an Glanz verlieren	figuratively	Top of the Pops , die " erfolgreichste Musikshow der Welt " , besitzt seit Ostermontag einen deutschen Ableger ! Doch läßt sich das prominente BBC-Programm , das dort seit 34 Jahren läuft und läuft und läuft , auf deutsche Verhältnisse übertragen , ohne daß es dabei <b>an</b> <b>Glanz</b> <b>verliert</b> ? Denn für Glanz bürgen bei " TOTP " , so das Kürzel der Fernsehlegende , allein die namhaften Stars und Newcomer , die sich seit Jahr und Tag zum Kurzauftritt ein Stelldichein geben - und dabei stets einen bizarren Kontrast zum hinreißend popeligen Studio-Ambiente der Sendung bilden .
T890512.153.48	an Glanz verlieren	figuratively	( Der Satteliten-Jesus , 21.50 Uhr , ZDF ) Daß die Glotze zur Kanzel wird , von der das Heil der Welt verkauft wird , das kennen wir aus Amerika , wo die christliche Fernsehindustrie 1986 ein Gesamteinkommen von etwa einer Milliarde Dollar hatte . Allerdings hat das Experiment , über den Bildschirm das Evangelium zu verkünden - sei es als Varietevorstellung oder als bibelversdonnernde Predigt - , in letzter Zeit durch einige Predigeraffären erheblich <b>an</b> <b>Glanz</b> und damit auch an Geld <b>verloren</b> . Einzig Billy Graham , der große TV-Missionar , kann noch schwarze Zahlen schreiben .
T900405.131.50	an Glanz verlieren	figuratively	Vermutlich haben sie sogar von den Scheinwerfern an der Grenze nachts ein paar Watt heruntergeschaltet . Der Brillanteffekt <b>verliert</b> <b>an</b> <b>Glanz</b> . Ein Glück , daß ich ihn im Buch verewigt habe .
T950505.245.61	an Glanz verlieren	figuratively	Nun gut , im letzten Drittel des Stückes Who drew the ski jump for Mr. Stanko läuft die Bewegungsmaschinerie allzu geschmiert . Jeder der drei Tänzer darf einmal mit der einen Tänzerin im Duett sich als Macho zeigen , während eine Million Papierschnipsel auf dem Boden liegen - das ist ein bißchen glatt , zu klischeehaft auch , und die Bewegungen gehen zu sehr ins Sportive und <b>verlieren</b> <b>an</b> <b>Glanz</b> . Am Anfang aber zauberte die Truppe ein bißchen .
T881006.31.53	an Glanz verlieren	figuratively	CSU - Maschine ohne Motor Die Tracht der Partei <b>verliert</b> <b>an</b> <b>Glanz</b> , doch der Apparat steht bis ins letzte Dorf Was wird aus der CSU nach Strauß ?
T981221.79.58	an Glanz verlieren	figuratively	Und die ehemals regierende Partei " Unser Haus Rußland " diente sich gleichfalls vorsichtig an . Das von Luschkow reklamierte " Wirtschaftswunder " in Moskau dürfte bald <b>an</b> <b>Glanz</b> <b>verlieren</b> . Der Aufschwung gelang ihm nur , weil er in halbdiktatorischer Weise die Wirtschaft der Metropole im Interesse der Bürgermeisterei monopolisierte .
T880628.150.52	an Glanz verlieren	figuratively	Das grenzt an Überheblichkeit . Der Effekt ist verblüffend : Saint-Saens Musik <b>verliert</b> <b>an</b> virtuosem <b>Glanz</b> und gewinnt an Substanz . Ein ideales Arbeitsfeld für unsere Präzisionsmusiker bot sich mit Ravels Trio A-Moll .
T940219.317.60	an Glanz verlieren	figuratively	Das freute die beteiligten Institutionen : Jede Gemeinde kriegt etwas - und alle gemeinsam dürfen sich mit dem Prädikat " umweltverträgliche , länderübergreifende Planung " schmücken . Diese traute Idylle von Politik und Planung <b>verliert</b> jedoch schnell <b>an</b> <b>Glanz</b> , wendet man sich den Innereien des Gutachtens und seinen voraussichtlichen Konsequenzen zu . Hinweise , wie Wohnen , Wirtschaft und Verkehr in der Metropolregion Hamburg neu und zukunftsweisend geordnet werden könnten , sucht das fachkundige Expertenauge vergebens .
T951223.340.62	an Glanz verlieren	figuratively	Wir aber , nicht dumm , ersparten uns die Schmach und erklärten schlicht die ganze Aktion für " doof " : Der Größe nach in einer Reihe stehen , das sei etwas für Babys . Wenn uns unsere Erinnerung nicht täuscht , war dies auch genau der Zeitpunkt , an dem der Heilige Abend insgesamt <b>an</b> <b>Glanz</b> <b>verlor</b> . Denn vier vor Erwartung fiebrige Kinderaugenpaare stecken sich gegenseitig an .
T881006.31.54	an Glanz verlieren	figuratively	Einige Bauern merken immer wieder mal , daß ihre " Sach " und der weiß-blaue Fortschritt doch nicht ganz zusammenpassen . Wenn jetzt durch das Abtreten von Strauß die Tracht <b>an</b> <b>Glanz</b> <b>verliert</b> und damit als beruhigendes Element der Tradition wegfällt , weil sie keiner seiner Nachfolger mehr erfolgreich als Deckmantel benützen kann , verliert auch die CSU nach und nach an Faszination . Wie weit die Tracht bereits zur Farce geworden war , bekamen als letzte die Oberpfälzer zu spüren .
T920724.143.139	an Land ziehen	figuratively	Sie konnte das einfach nicht länger mitmachen . Nun hat sie mit dem Dieter eine leicht verbesserte Ausgabe <b>an</b> <b>Land</b> <b>gezogen</b> , einen alerten weichen Blondling , zu Scherzen aufgelegt . Noch einmal also wurde um die Frau gekämpft .
T920425.159.137	an Land ziehen	figuratively	Fassungslos zurück blieben seine beiden Kinder und seine Arbeitgeber , für die der hochqualifizierte Ingenieur nicht oder nur sehr schwer ersetzbar ist . » Solch einen Mann finden wir nicht per Stellenanzeige « , klagt der Chef der Flugzeugfirma Stemme , für die Amador Millionenaufträge <b>an</b> <b>Land</b> <b>ziehen</b> sollte . Aber er war ja nicht gefragt worden .
T970809.337.256	an Land ziehen	figuratively	Für den ersten Abschnitt kalkuliert der Verein mit einer Investitionssumme von 55 Millionen Mark , für 120 Wohnungen sowie Läden , Werkstätten und Geschäfte , die als Lärmschutzwall zur vierspurigen Saarlandstraße dienen . Der Verein <b>zog</b> drei Investoren <b>an</b> <b>Land</b> - die städtische " Gesellschaft für Wohnen und Bauen " , die Sozialeinrichtung " Leben mit Behinderung " sowie - für die Gewerbebebauung - die Dr. Greve AG . Über zwei eigene Unternehmen - eine Genossenschaft und eine Eigentümergemeinschaft - finanzieren die Mitglieder weitere Miet- und Eigentumswohnungen .
T910111.108.84	an Land ziehen	figuratively	Falls der Auftrag innerhalb der CSFR vergeben wird , hätte sich Siemens die Auträge gesichert . Schon im Oktober habe der Konzern einen CSFR-Auftrag für Reaktorleittechnik im Wert von 280 Millionen Mark nur noch als Kompensationsgeschäft <b>an</b> <b>Land</b> <b>ziehen</b> können . Ein begehrliches Auge könnte Siemens auch auf die Skoda-Reaktorbaustelle von Timelin geworfen haben .
T971121.226.259	an Land ziehen	figuratively	Apollo-Landung auf dem Mond , dann wieder dudelt auf allen Kanälen " Yesterday " . Neben einer Kamera ( Erik Poppe ) , die oft unerwartete Winkel und Zögerlichkeiten eingeht , ergibt das würdevolle Understatement , mit dem die Oldtimer ihre Schrulligkeit zelebrieren , einen Film , der zum Originellsten zählt , was die fsk-Leute und der Kairos- Filmverleih dieses Jahr <b>an</b> <b>Land</b> <b>gezogen</b> haben . Eines Tages kündigt eine Stimme aus Oslo Veränderung an .
T930407.219.171	an Land ziehen	figuratively	LOKALKOLORATUR Einen harten Job hat er sich <b>an</b> <b>Land</b> <b>gezogen</b> , der neue Hamburger Arbeitsamtsdirektor , Olaf Koglin . Er löste die kommissarische Leiterin Renate Kneiser ab , die ins Arbeitsamt Elmshorn zurückkehrte .
T901001.189.103	an Land ziehen	figuratively	Logischerweise gab es starkes Interesse aus dem Westen dahin , wie die Leute aus der Sparte » Lustiger Buntstift « auf den Zerfall alter Ideologien und auf die sich abzeichnende Vereinigung reagieren würden . Außerdem wollte man sich zusätzlich ein paar talentierte Zeichner <b>an</b> <b>Land</b> <b>ziehen</b> . Und so ganz nebenbei durften sich die mutigen Kritiker der gesellschaftlichen Verhältnisse in beiden Teilen Deutschlands auch kennenlernen .
T900529.314.97	an Land ziehen	figuratively	Non - stop sei er geflogen , meldet der Senatspressesprecher in Vertretung , Manfred Burgsmüller in seiner Weser Report - Kolumne . Und die Lagerhaus-Gesellschaft hat für das Bremer Schlappen-Ensemble Eintrittskarten für " Cats " <b>an</b> <b>Land</b> <b>gezogen</b> . Und wenn man schon mal mit Werder-Werbe-Willi fliegt , dann kommt das Ganze natürlich auch viel billiger : Die Lufthansa höchst persönlich sponsert die kleine Spritztour .
T980226.161.243	an Land ziehen	figuratively	1980 war es endlich soweit . Das irische Nationale Filmstudio <b>zog</b> die 11,5-Millionen-Dollar-Produktion " Excalibur " <b>an</b> <b>Land</b> . Boorman bestand darauf , junge irische Talente in allen Bereichen der Produktion einzusetzen .
T971217.4.254	an Land ziehen	figuratively	Dabei sind neben Hochschulen aus Indiana und Toronto auch Harvard und das MIT im Gespräch . Für amerikanische Hochschulen sind " Brückenköpfe " in Übersee interessant , um direkt mit ausländischen Firmen lukrative Forschungsprojekte <b>an</b> <b>Land</b> zu <b>ziehen</b> und die Auslandsorientierung ihrer Studenten zu verstärken . Geplant wird in Grohn eine Campusuniversität für etwa 1.200 Studenten und 100 festangestellte Wissenschaftler aus Europa , den USA und der übrigen Welt .
T961205.278.209	an Land ziehen	figuratively	Ein paar Highlights aber stehen jetzt schon fest . Lutz Kayser und Jochen Curth , die Masterminds des Projektes , haben einige Klassiker und Newcomer <b>an</b> <b>Land</b> <b>gezogen</b> . Da ist zum einen Möchte jemand einen Keks ?
T990414.170.320	an Land ziehen	figuratively	Daß Chavez nun genau den gegensätzlichen Kurs einschlägt , dürfte bei Investoren und beim IWF mit Wohlwollen notiert werden . Genau dieses Wohlwollen benötigt Chavez allerdings auch , denn selbst wenn es ihm wie geplant gelingen sollte , das Defizit auf fünf Milliarden US-Dollar zu drücken , ist er darauf angewiesen , Kredite zur Dekkung dieses Finanzlochs <b>an</b> <b>Land</b> zu <b>ziehen</b> . Auch für die angepeilte Restrukturierung eines Teils der Auslandsschulden in Höhe von 23 Milliarden US-Dollar benötigt der Ex-Putschist , dessen Wahlsieg nicht nur in den USA Bauchschmerzen hervorrief , internationales Entgegenkommen .
