id;description;VIO
983094425062314;Die sehen mir auch alle so stark traumatisierte aus ??;False
1069523676419388;"Andreas Gugganig Nö, die Leute hatten die Schnauze voll von Kaisern und Königen, Herzogen und Baronen nach ihren Erfahrungen in Verdun und an der Somme. 
Genauso wie sie 1945 die Schnauze voll hatten nach Stalingrad, Kiew und Bagration.";False
1035147829856973;War wieder sehr schön bei Euch trotz der Kälte! ?? Nur die Harten kommen in den Garten! ?? Tatjana sah auch wie immer sehr bezaubernd aus und ihre Rede wie auch immer sehr überzeugend! Der Franken Depp/Sepp ist lustig und auch peinlich zugleich! Ist sicher ein heimlicher Fan von #Pegida?! #Dresdenzeigtwiesgeht #AufdieStrasseueberall #Merkelmussweg #MontagistPegidaTag;False
1012239228814500;Dr. S. A. Tire grüßt den Striezelmarkt!;False
855025051202586;Wohl aus der Bild gebildet?;False
1013086212063135;"http://diefreiheitsliebe.de/gesellschaft/islamfeindlichkeit-der-neue-rassismus-teil-1/

Wie ihr euch über das Wort Rassismus aufregt.
Tausche Rassismus gegen islamophob...";False
946239808747776;Ohne Rückführung der Muslime in ihre Heimatländer wird es nicht gehen, weil man sich hier in der GmbH nicht darauf verlassen kann, dass auch auf Ausländer geltendes Recht angewendet wird.;False
1057332107638545;127 wau soooo viele .....das ich nicht lache;False
876360232402401;wollen wir auch nicht;False
882677171770707;Das sind mir die Liebsten Flüchtlinge !!!;False
882712371767187;Mit jedem Ausländer der einwandert, rücken wir amerikanischen Zuständen immer näher. Begreift das langsam!!!!;False
961187163919707;"Nazi = Nationalsozialisten - das ist die deutsche Antwort, Version und Mißbrauch der in anderen (auch europ.) Ländern durchaus bis weit in die 70er hinein salonfähigen und praktizierten ""Faschismus""-Idee. Und die ist wieder die bürgerliche Antwort auf die Kommunismusidee. Man kann davon halten, was man will, das System, welches wir in D heute haben, ist von allen offensichtlich das beste. Trotz aller Macken und Beulen - dafür bewegen wir doch unseren Wohlstandsarsch jeden Montag durch unsere Heimat.";False
982637918441298;"Das es an der ungarischen Grenze gerade unter Alloha Snackbar Rufen eskaliert, läuft ja auf jedem Kanal und steht überall. 

Am Montag warnte Siegfried Daebritz in seiner Rede vor Zuständen dieser Art und die #Journaille beschimpfte dies als ""wirr"", so schnell holt die Realität die #Naivmenschen eben ein. 

#PEGIDA #AufDieStraße #GrenzenRICHTIGSichern";False
876646355707122;Pegida trägt die Schuld für alles!  'wenn er sich erniedrigt, rühme ich ihn, wenn er sich rühmt, erniedrige ich ihn, und ich widerspreche ihm immer wieder,bis er begreife, dass er ein unbegreifliches ungeheuer ist'......vorwärts für uns.....es gibt uns auch noch!;False
1056567114381711;Da wird nichts durchgestrichen oder gekennzeichnet!Der  Stimmzettel gilt dann als ungültig!Es werden bei den Landtagswahlen 2 Stimmen abgegeben.Die erste Stimme für den Wahlkreisabgeordneten einer Partei (Wahlkreisstimme) und die zweite Stimme für eine Partei (Landesstimme).Also insgesamt zwei Kreuze! Nur dann ist der Stimmzettel gültig!;False
888464771191947;Alwin, wir schreiben nur so schlecht deutsch, damit euer Selbstvertrauen etwas aufgebauscht wird. Hast ja sonst nix zu melden.;False
982725438432546;"UN-Generalsekretär hält Ungarns Vorgehen für inakzeptabel

16.09.2015 18:42 Uhr

UN-Generalsekretär Ban Ki Moon zeigt sich schockiert über die Entwicklungen an der ungarisch-serbischen Grenze. Es sei nicht hinnehmbar, wie die Flüchtlinge behandelt würden, sagt er.";False
946372115401212;Anne Lore das sind fast alles wirtschaftsflüchtlinge. Laber weniger Müll und komm mal klar in deim Leben. Guckst auch den ganzen Tag nur RTL2 und ließt die Bild Zeitung. Die asylanten lachen über solche dummen Deutschen die denken das sind alles arme gefolterte Kriegsopfer. Mit bisschen Hirn, offenen Augen und den richtigen Medien als Informationsquelle würdest du das auch erkennen!;False
2097;#merkel vergasen;True
1035135089858247;PEGIDA NRW - Jeden Montag um 19 Uhr am HBF Duisburg.;False
1063786230326466;Das ist das Problem! Die wollen kein kluges aufgeklärtes Volk!;False
1056924354345987;der verarschte deutsche Michel !  :(;False
882921148412976;So lange sie sich gegenseitig abstechen interessiert uns das nicht. Sie können ja auch Zuhause bleiben.;True
1012407655464324;Ich glaube, du hast das Wort Linke falsch geschrieben ??;False
1035107613194328;Sascha Bernhardt;False
935747779796979;Das ist der,der Dir dein leergekifftes Köpfchen abschneidet!;True
991373494234407;zuhausebleiben :);False
982671738437916;Das ist es, wovor die Leute Angst haben...sobald etwas nicht nach deren Vorstellung läuft, fällt deren Maske;False
1010188612352895;und ich habe angst und dies schon etwas länger, denn da hielten meinen kollegen und mir 2 männer die waffe an den kopf. die 2 waren sogar schon etwas länger in deutschland und haben es nicht geschafft sich hier ein ordentliches leben aufzubauen, was liegt da also näher als ein paar überfälle zu begehen und das leben von 4 frauen zu versauen. und wenn ich dann sehe, was hier mitlerweile abgeht, dann wird meine angst von tag zu tag größer. wir haben genug deutsche kriminelle hier, wir brauchen die aus anderen ländern nicht auch noch ... :(   http://www.nw.de/lokal/kreis_herford/herford/herford/20621377_Somalier-soll-88-Jaehrige-vergewaltigt-haben.html;False
1055102377861518;gleiches System! Und, wird die Wahl ehrlich sein?;False
1111960678842354;Dann mach Du es besser und sing beim nächsten mal!;False
1043669389004817;"Am Sonnabend soll es gegen 18 Uhr zu mehreren sexuellen Belästigungen unter Jugendlichen im Flensburger Campusbad gekommen sein. Das teilt die Polizei am Montag mit. Eine Gruppe von fünf Mädchen zwischen 14 und 16 Jahren sei mehrfach aus einer Gruppe von fünf männlichen Jugendlichen sexuell bedrängt worden…

http://www.shz.de/lokales/kiel/sexuelle-uebergriffe-polizei-ermittelt-in-kiel-und-flensburg-id12485731.html";False
982671135104643;Die finden immer eine Ausrede.;False
1010280939010329;Annett Engel- du glaubst doch nicht wirklich das Deutschland  ihre dreckigen Pfoten nicht im Spiel haben. (Waffenlieferungen) !  Soldaten durften wir nicht schicken, Abstimmung hin Abstimmung her, alles Kasperletheater fürs Volk!  Das sind Vereinbarungen die nach dem 2.Weltkrieg getroffen worden.  Keine Soldaten!!!!! Nur im äußersten Fall, wenn die NATO mit Mehrheit abstimmt.;False
982702045101552;diese Arme der IS ist schon da.;False
982642141774209;Wie immer am Steine werfen. Überrascht mich das?;False
945352922169798;"wen wundert das noch ! ein bekannter bei der kripo meinte mal: an jedem gerücht auch wenn es nicht bestätigt wird ist etwas wahres !
also gehe ich davon aus das an den stundenlohn für gegendemonstranten was wahres dran ist und sogar noch viel mehr finanziert wird als wir uns vorstellen können^^";False
862191830485908;Monika: Rechtschreibung ist auch ein Teil von Deutschland. Probier es aus! Es macht unfassbar viel Spaß.;False
1063289817042774;Voll der Rassist.;False
882999125071845;Ausschreitungen gibt es nur bei der ANTIFA !!!;False
1111332602238495;asyllobby entrüstet ? aber aber. zahlt ihnen doch dann bargeld aus der eigenen tasche, wie wärs ? als asylhelfer muß man das.;False
993827143989042;Und ttip ist ein Rückschritt ins 17'te Jahrhundert. ...;False
1052462181458871;"Ist doch alles ""normal"" , weiß man doch !";False
1012416042130152;Ist doch Wurscht,  das bekommen die NIEEEE selbst mit......??;False
945883412116749;"Vielleicht ist der drastische Mietanstieg ein erster Weg damit sich dieses Pack hier nicht wirkich festsetzen kann. Für ""Fachkräfte"" sollte der Mietpreis bei mindestens 25 Euro/ Quadratmeter liegen. Das würde kein Amt der Welt zahlen und die ""Fachkräfte"" müssten dann eh woanders auf Suche gehen.";False
991235844248172;Millionen ..........;False
1134156053289483;pernsöhnlich inner futt tretten oder das deutsche gesetzbuchvorlesen so wie denn koran oder wie jetzt ick könnte es ihm auch vor singen aber das übersteigt meine gage;False
1012276525477437;Man hab ich mich jetzt erschreckt >:;False
1111503308888091;>>Ohne einen Cent in der Hand, das ist menschenunwürdig“, klagt Maria Brand<< Oh, die armen Flüchtlinge! Nee, das ist aber so was von menschenunwürdig! Und wie menschenunwürdig ist es, wenn ein Mann, der hier 15 Jahre rechtschaffene Arbeit geleistet hat,  arbeitslos wird und schon seit über einem Jahr keinen Cent vom Jobcenter erhält, weil immer wieder fadenscheinige Gründe für eine Ablehnung erfunden werden???? DAS ist menschenunwürdig!!!!!!! Dieser Mann wäre sicher froh darüber, würde er eine Chipkarte statt Bargeld erhalten!!!!!!! Ich kann gar nicht so viel futtern wie ich kotzen könnte!!!!!!!!;False
962255010479589;"LOL. Sie sind doch diejenige, die Fotos aus dem Zusammenhang reissen, nicht deren Urheberschaft recherchieren, nur damit sie behaupten können, dass Friedhofsschändungen durch Flüchtlinge ""gang und gäbe"" seien (Ihre Wortwahl Fr. Tiergen"") Wenn Sie das Foto auch nur einmal betrachtet hätten, dann hätten Sie sofort stutzig werden müssen. Auch hätten Sie sich die Frage mal stellen sollen,, warum Flüchtlinge sich die Mühe machen, massenweise über eine Friedhofsmauer zu klettern, wenn es doch offene Eingänge gibt. Einmal eine falsche Information gelesen, festgesetzt im Kopf, weil es ja sooo schön ihre Vorurteile bestätigt. Und hier erneut: Sie haben sich nicht die Mühe gemacht, mal nach dem Institut zu googeln, die Ihnen angebotene Information zu hinterfragen. Es passt einfach so schön in Ihr vorurteilsvolles Weltbild.";False
855119994526425;ich dachte, der Vollidiot hätte im Osten gelernt, was passiert, wenn man das Volk verarscht. Aber offensichtlich ist er da wieder gerade nicht da gewesen.;False
993507867354303;Na Pegida war es wohl nicht.;False
855004361204655;Montag Frankfurt!!!!;False
1121870664518022;"M. Pietruszewski, nicht ""Ihr müßt""  es muß heißen "" wir müssen""!";False
855600911145000;[@IND] , eine der wenigen die es versteht auch zwischen den Zeilen zu lesen. ... danke;False
876279272410497;Das ist leider auch für kranke nicht immer gut.Hatte gebr.Sprunggelenk u ne Odyssee von abartigen Untersuchungen an der backe.1. Fuß falsch eingegipst,2. Gips zu zeitig entfernt,3. Thrombose nicht erkannt.Als o dann(6 mon.später) OP ablehnte war i die dumme.Fazit::Nicht krank u nicht alt werden oder Privat versichert!!;False
876293452409079;Da darf jetzt jeder mit Verwis auf Pegida vom eigenen Versagen ablenken.;False
1056952351009854;Aah ja.127 sind ne Massenabschiebung aber wenn ich bei tausenden,die täglich einmarschieren,von einer invasio spreche dann kriegen die bahnhofsklatscher nen anfall........;False
855003031204788;Tschüss und gute Reise ???;False
961189590586131;https://www.youtube.com/watch?v=i9kv-rmvGKg;False
855004997871258;Super Video. :-D;False
861958140509277;Naja was in den weltkriegen abgegangen ist kann man nicht verschöningen oder ähnliches aber die frage ist doch warum die allierten die letzten geheimakten des zweiten wetkrieges erst 2099 oder so freigeben wollen (quelle grad nicht vorhanden habe ich aber mal irgendwo gelesen);False
1105797579458664;In diesen Ländern ist der Glauben doch der im Koran steht. Und das ist aber nicht Deutschland !! Deutschland hat eine ANDERE Glaubensrichtung. Da nur ein Paar Politiker finden das der Islam zu Deutschland gehört. Muß ja nicht der Bürger für den Islam sein. Und da der jenige der den Islam huldigt muß das ja nicht in Deutschland tun. Er kann das doch in seiner Heimat tun. Wir und ich haben nichts da gegen. Bitte geht doch dort zurück wo ihr 5x am Tag Beten könnt. Eure Feiertage leben könnt. Eben alles was ihr möchtet. Das muß nur nicht in Deutschland sein.!!!!!;False
1010188082352948;https://twitter.com/IamTeamIK/status/666481561131483137;False
1063741883664234;"""dumme Menschen"" lassen sich leichter lenken...
Dumm genug um zu begreifen, intelligent genug um zu arbeiten...
Läuft...";False
1012429095462180;Andreas Schleicher  , Sie sind einfach nur krank!;False
855031854535239;am Montag alle zum Grönemayer wie wäre das die würden alle blöd schauen;False
1057125894325833;Definitiv !  :(;False
1064060553632367;Max Fahrnholz  wir sollten uns gegenseitig Teddys schenken. Der Osten dem Westen und umgekehrt! Mmmm wo gibt es denn noch Teddys? Meiner hieß Kläuschen! Bitte nicht lachen!;False
1069175566454199;"Kretschmann ist ein Linker durch und durch. Anhänger des Menschenschlächters Mao Tse Tung, der für über 50 Millionen Tote (!) in Friedenszeiten verantwortlich ist.
Kretschman und Konsorten sind die größte Gefahr für einen wirklichen Rechtstaat.";False
855673484471076;http://www.allmystery.de/i/t26e4c6_einhorn-baer.jpg?bc;False
876257595745998;Und für die kaputten Straßen sind die auch Schuld, jeden Montag trampeln die den Asphalt platt;False
1112606382111117;Eine gute Sache,  so sind auch keine Schutzgeld-Erpressungen und Ähnliches mehr möglich.;False
855046694533755;Ich seid doch angeblich für Meinungsfreiheit,  dazu gehört auch andere Meinungen zuzulassen.;False
